snippet_id,repository,repository_url,commit_sha,commit_url,source_file,pandas_code,polars_code,migration_diff,snippet_note,pandas_api_labels,polars_api_labels,migration_categories,category_core_dataframe_transformations,category_index_and_row_semantics,category_aggregation_and_combination,category_io_boundaries,category_types_schemas_temporal,category_udf_and_custom_logic,category_lazy_execution,category_missing_and_null_semantics,category_import_and_setup_only,category_reshaping,category_other_manual,migration_pattern_note,evaluation_valid,evaluation_status,evaluation_audit_evidence,evaluation_audit_action
8017f91b_embedder_frame,joel-beck__readnext,https://github.com/joel-beck/readnext,8017f91b39eb08a8ced4dbaf15e342e31953141c,https://github.com/joel-beck/readnext/commit/8017f91b39eb08a8ced4dbaf15e342e31953141c,readnext__modeling__language_models__embedder.py,"import pandas as pd

    return (
        pd.Series(embeddings_mapping, name=""embedding"")
        .to_frame()
        .rename_axis(""document_id"", axis=""index"")
    )","        return self.tokens_frame.with_columns(embedding=pl.Series(embeddings)).drop(""tokens"")",,pd.Series.to_frame().rename_axis → pl.DataFrame with explicit columns migration,"Series, Index objects",Core dataframe transforms,Core dataframe transformations; Index and row semantics,True,True,False,False,False,False,False,False,False,False,False,Replace construction of an indexed pandas Series/DataFrame with a Polars column added to an existing token frame.,True,valid,Equivalent embedding records are supplied and complete frames are compared after normalization.,none
8017f91b_eval_hybrid_concat_sort,joel-beck__readnext,https://github.com/joel-beck/readnext,8017f91b39eb08a8ced4dbaf15e342e31953141c,https://github.com/joel-beck/readnext/commit/8017f91b39eb08a8ced4dbaf15e342e31953141c,readnext__scripts__evaluation__run_evaluation_hybrid_scores.py,"import pandas as pd

average_precision_scores = pd.concat(frames)
    return (
        average_precision_scores
        .sort_values(""Best Score"", ascending=False)
        .reset_index(drop=False)
        .drop_duplicates(subset=""Query Document ID"")
        .reset_index(drop=True)
    )
","    average_precision_scores = pl.concat(
        [...]
    ).with_columns(pl.max(pl.exclude([""Query Document ID"", ""Language Model""])).alias(""Best Score""))
    average_precision_scores.sort(by=""Best Score"", descending=True).unique(
        subset=""Query Document ID""
    )",,pd.concat + sort_values + drop_duplicates → pl.concat + sort + unique migration,"DataFrame"", ""General functions""",Core dataframe transforms,Core dataframe transformations; Aggregation and combination,True,False,True,False,False,False,False,False,False,False,False,Needs pipeline-level rewrite because pandas post-processing chains may hide ranking and deduplication logic that must be made explicit in Polars.,True,valid_after_harness_audit,"A redundant L3 block executed only generated code, so it could not establish behavioural equivalence.",Remove the generated-only block and retain the paired duplicate-ID edge test.
8017f91b_eval_hybrid_load,joel-beck__readnext,https://github.com/joel-beck/readnext,8017f91b39eb08a8ced4dbaf15e342e31953141c,https://github.com/joel-beck/readnext/commit/8017f91b39eb08a8ced4dbaf15e342e31953141c,readnext__scripts__evaluation__run_evaluation_hybrid_scores.py,"import pandas as pd

    tfidf_cosine_similarities_most_cited: pd.DataFrame = load_df_from_pickle(
        ResultsPaths.language_models.tfidf_cosine_similarities_most_cited_pkl
    )","    tfidf_cosine_similarities: ScoresFrame = read_df_from_parquet(
        ResultsPaths.language_models.tfidf_cosine_similarities_parquet
    )",,load_df_from_pickle → read_df_from_parquet migration (hybrid scores evaluation script),Input/output,Input/output,IO boundaries,False,False,False,True,False,False,False,False,False,False,False,Needs wrapper-aware migration because the real change is hidden behind project-specific IO helper functions.,True,valid,Both readers consume corresponding fixtures and the loaded output is compared.,none
8017f91b_io_parquet,joel-beck__readnext,https://github.com/joel-beck/readnext,8017f91b39eb08a8ced4dbaf15e342e31953141c,https://github.com/joel-beck/readnext/commit/8017f91b39eb08a8ced4dbaf15e342e31953141c,readnext__utils__io.py,"import pandas as pd

def write_df_to_pickle(
    df: pd.DataFrame,
    path: Path,
) -> None:
    """"""Write a Pandas DataFrame to a pickle file.""""""
    df.to_pickle(path)

def load_df_from_pickle(path: Path) -> pd.DataFrame:
    """"""Load a Pandas DataFrame from a pickle file.""""""
    return pd.read_pickle(path)","def write_df_to_parquet(
    df: pl.DataFrame,
    path: Path,
) -> None:
    """"""Write a Polars DataFrame to a parquet file.""""""
    df.write_parquet(path)

def read_df_from_parquet(path: Path) -> pl.DataFrame:
    """"""Read a Polars DataFrame from a parquet file.""""""
    return pl.read_parquet(path)",,df.to_pickle / pd.read_pickle → df.write_parquet / pl.read_parquet migration,Input/output,Input/output,IO boundaries,False,False,False,True,False,False,False,False,False,False,False,Needs IO-aware migration because storage format and persistence semantics change alongside API replacement,True,valid,The pandas and Polars paths are written in their respective compatible formats; no pickle-to-IPC mismatch is present.,none
8c71f3c7_citation_models_fillna,joel-beck__readnext,https://github.com/joel-beck/readnext,8c71f3c7b1391fa42d554e97c61313e7d8f1907f,https://github.com/joel-beck/readnext/commit/8c71f3c7b1391fa42d554e97c61313e7d8f1907f,readnext__data__citation_models_features.py,"import pandas as pd

    return df.assign(publication_date_rank=df[""publication_date_rank""].fillna(len(df)))","    return df.with_columns(
        publication_date_rank=pl.when(pl.col(""publication_date_rank"").is_null())
        .then(len(df))
        .otherwise(pl.col(""publication_date_rank""))
    )",,df.assign with fillna → with_columns when/then/otherwise migration,"Missing values, DataFrame","Missing values, Core dataframe transforms",Core dataframe transformations; Missing and null semantics,True,False,False,False,False,False,False,True,False,False,False,fillna(scalar) 可直接映射为 fill_null(scalar)，但此处选用 when/then/otherwise 的显式形式，LLM 须识别两者语义等价并理解风格选择的动机。,True,valid,Equivalent null-containing model data is supplied and the filled output is compared.,none
8c71f3c7_citation_models_rank,joel-beck__readnext,https://github.com/joel-beck/readnext,8c71f3c7b1391fa42d554e97c61313e7d8f1907f,https://github.com/joel-beck/readnext/commit/8c71f3c7b1391fa42d554e97c61313e7d8f1907f,readnext__data__citation_models_features.py,"import pandas as pd

    return df.assign(
        publication_date_rank=df[""publication_date""].rank(ascending=False),
        citationcount_document_rank=df[""citationcount_document""].rank(ascending=False),
        citationcount_author_rank=df[""citationcount_author""].rank(ascending=False),
    )","    return df.with_columns(
        publication_date_rank=pl.col(""publication_date"").rank(descending=True, method=""average""),
        citationcount_document_rank=pl.col(""citationcount_document"").rank(
            descending=True, method=""average""
        ),
        citationcount_author_rank=pl.col(""citationcount_author"").rank(
            descending=True, method=""average""
        ),
    )",,df.assign with rank(ascending=False) → with_columns rank(descending=True) migration,"Series, DataFrame",Core dataframe transforms,"Core dataframe transformations; Types, schemas, and temporal operations",True,False,False,False,True,False,False,False,False,False,False,"polars rank() 默认 method=""ordinal"" 而非 pandas 的 method=""average""，迁移时须显式补充 method=""average"" 才能保持行为一致，这是容易遗漏的默认值语义差异。",True,valid,The ranking input and complete ordered output are exercised on both sides.,none
8c71f3c7_pairwise_loc_colname,joel-beck__readnext,https://github.com/joel-beck/readnext,8c71f3c7b1391fa42d554e97c61313e7d8f1907f,https://github.com/joel-beck/readnext/commit/8c71f3c7b1391fa42d554e97c61313e7d8f1907f,readnext__evaluation__metrics__pairwise_metric.py,"import pandas as pd

        row_value_list: list[str] = df.loc[document_id_1, colname]
        col_value_list: list[str] = df.loc[document_id_2, colname]","        row_value_list: list[str] = (
            df.filter(pl.col(""document_id"") == document_id_1).select(colname).item()
        )
        col_value_list: list[str] = (
            df.filter(pl.col(""document_id"") == document_id_2).select(colname).item()
        )",,"df.loc[id, col] row lookup → filter + select + item migration","Index objects, DataFrame",Core dataframe transforms,Index and row semantics,False,True,False,False,False,False,False,False,False,False,False,"df.loc[key, col] 的 label-based 标量查找需被识别为""以 index key 定位行 + 列选取 + 标量提取""三步语义，才能正确展开为 filter + select + item() 链。",True,valid_after_harness_audit,The missing-ID test required identical exception classes across pandas and Polars and contained a redundant call using non-missing IDs.,Run one paired missing-ID case and accept semantic rejection while excluding generated syntax and name errors.
8c71f3c7_pairwise_loc_item,joel-beck__readnext,https://github.com/joel-beck/readnext,8c71f3c7b1391fa42d554e97c61313e7d8f1907f,https://github.com/joel-beck/readnext/commit/8c71f3c7b1391fa42d554e97c61313e7d8f1907f,readnext__evaluation__metrics__pairwise_metric.py,"import pandas as pd

        row_embedding: EmbeddingVector = df.loc[document_id_1].item()
        col_embedding: EmbeddingVector = df.loc[document_id_2].item()","        row_embedding: EmbeddingVector = df.filter(pl.col(""document_id"") == document_id_1).item()
        col_embedding: EmbeddingVector = df.filter(pl.col(""document_id"") == document_id_2).item()",,df.loc[id].item() scalar extraction → filter + item migration,"Index objects, DataFrame",Core dataframe transforms,Index and row semantics,False,True,False,False,False,False,False,False,False,False,False,与 loc_colname 片段相比，此处省去了 .select() 步骤，LLM 须识别出 DataFrame 为单列结构才能正确判断不需要列选取。,True,valid_after_harness_audit,The missing-ID test treated differing library-specific exception classes as a mismatch and included a redundant normal-input call.,Use explicit empty library-native frames and compare semantic rejection rather than exact exception classes.
readnext_hybrid_score_compare_scores_migration,joel-beck__readnext,https://github.com/joel-beck/readnext,8c71f3c7b1391fa42d554e97c61313e7d8f1907f,https://github.com/joel-beck/readnext/commit/8c71f3c7b1391fa42d554e97c61313e7d8f1907f,readnext__evaluation__scoring__hybrid_score.py,"import pandas as pd

def compare_hybrid_scores(*hybrid_scores: HybridScore) -> pd.DataFrame:
    """"""
    Stacks the hybrid recommender scores for multiple query documents vertically in a
    DataFrame.
    """"""
    return pd.concat([hybrid_score.to_frame() for hybrid_score in hybrid_scores], ignore_index=True)
","def compare_hybrid_scores(*hybrid_scores: HybridScore) -> pl.DataFrame:
    """"""
    Stacks the hybrid recommender scores for multiple query documents vertically in a
    DataFrame.
    """"""
    return pl.concat([hybrid_score.to_frame() for hybrid_score in hybrid_scores], ignore_index=True)
",,compare_hybrid_scores concat migration,General functions,Core dataframe transforms,Index and row semantics; Import and setup only,False,True,False,False,False,False,False,False,True,False,False,ignore_index=True 是 pandas-specific 的 index 重置参数，在 pl.concat 中无效且应被删除，LLM 须识别并主动移除该参数而非机械保留。,True,valid_after_harness_audit,A final generated-only inner-function execution repeated behavior already exercised by paired L2 and L3 tests and duplicated failures.,Removed the redundant generated-only execution block in all four conditions.
readnext_hybrid_score_to_frame_migration,joel-beck__readnext,https://github.com/joel-beck/readnext,8c71f3c7b1391fa42d554e97c61313e7d8f1907f,https://github.com/joel-beck/readnext/commit/8c71f3c7b1391fa42d554e97c61313e7d8f1907f,readnext__evaluation__scoring__hybrid_score.py,"import pandas as pd

def to_frame(self) -> pd.DataFrame:
    """"""Collect all scores in a DataFrame.""""""
    return pd.DataFrame(
        {
            ""Language Model"": self.language_model_name,
            ""Citation -> Language Candidates"": round(
                self.citation_to_language_candidates, ndigits=3
            ),
            ""Citation -> Language Final"": round(self.citation_to_language, ndigits=3),
            ""Language -> Citation Candidates"": round(
                self.language_to_citation_candidates, ndigits=3
            ),
            ""Language -> Citation Final"": round(self.language_to_citation, ndigits=3),
        },
        index=[0],
    )
","def to_frame(self) -> pl.DataFrame:
    """"""Collect all scores in a DataFrame.""""""
    return pl.DataFrame(
        {
            ""Language Model"": self.language_model_name,
            ""Citation -> Language Candidates"": round(
                self.citation_to_language_candidates, ndigits=3
            ),
            ""Citation -> Language Final"": round(self.citation_to_language, ndigits=3),
            ""Language -> Citation Candidates"": round(
                self.language_to_citation_candidates, ndigits=3
            ),
            ""Language -> Citation Final"": round(self.language_to_citation, ndigits=3),
        },
    )
",,to_frame DataFrame migration,"DataFrame, Index objects",Core dataframe transforms,Core dataframe transformations; Index and row semantics,True,True,False,False,False,False,False,False,False,False,False,Replace a single-row indexed pandas DataFrame with a Polars DataFrame whose row position is implicit.,True,valid,Returned score frames are compared for standard rounded values and zero-valued schema preservation.,none
8c71f3c7_hybrid_scorer_citation_index,joel-beck__readnext,https://github.com/joel-beck/readnext,8c71f3c7b1391fa42d554e97c61313e7d8f1907f,https://github.com/joel-beck/readnext/commit/8c71f3c7b1391fa42d554e97c61313e7d8f1907f,readnext__evaluation__scoring__hybrid_scorer.py,"import pandas as pd

    citation_to_language_candidate_ids: pd.Index = field(init=False)
    ...
        self.citation_to_language_candidate_ids = self.citation_to_language_candidates.index","    citation_to_language_candidate_ids: pl.Series = field(init=False)
    ...
        self.citation_to_language_candidate_ids = self.citation_to_language_candidates[
            ""document_id""
        ]",,"pd.Index field + .index attribute → pl.Series field + [""document_id""] column access migration (citation_to_language)",Index objects,Core dataframe transforms,Index and row semantics,False,True,False,False,False,False,False,False,False,False,False,.index 中存储的语义内容（此处为 document_id）必须从上下文推断，LLM 无法仅凭 .index 属性访问本身确定对应的列名。,True,valid,The citation-index lookup uses equivalent identifiers and observes the scalar result or paired rejection.,none
8c71f3c7_hybrid_scorer_language_index,joel-beck__readnext,https://github.com/joel-beck/readnext,8c71f3c7b1391fa42d554e97c61313e7d8f1907f,https://github.com/joel-beck/readnext/commit/8c71f3c7b1391fa42d554e97c61313e7d8f1907f,readnext__evaluation__scoring__hybrid_scorer.py,"import pandas as pd

    language_to_citation_candidate_ids: pd.Index = field(init=False)
    ...
        self.language_to_citation_candidate_ids = self.language_to_citation_candidates.index","    language_to_citation_candidate_ids: pl.Series = field(init=False)
    ...
        self.language_to_citation_candidate_ids = self.language_to_citation_candidates[
            ""document_id""
        ]",,"pd.Index field + .index attribute → pl.Series field + [""document_id""] column access migration (language_to_citation)","Index objects, pandas typing aliases","Core dataframe transforms, Types & schema","Index and row semantics; Types, schemas, and temporal operations",False,True,False,False,True,False,False,False,False,False,False,Replace a pandas Index type and implicit index access with a Polars Series and an explicit document_id column.,True,valid,The language-index lookup is tested with equivalent tables and the scalar observable is compared.,none
8c71f3c7_precompute_df_construct,joel-beck__readnext,https://github.com/joel-beck/readnext,8c71f3c7b1391fa42d554e97c61313e7d8f1907f,https://github.com/joel-beck/readnext/commit/8c71f3c7b1391fa42d554e97c61313e7d8f1907f,readnext__evaluation__scoring__precompute_scores.py,"import pandas as pd

        pd.DataFrame(data=input_df.index, columns=[""document_id""])
","        pl.DataFrame(data={""document_id"": input_df[""document_id""]})
        .with_columns(
            ...
        )",,pd.DataFrame(data=index).assign → pl.DataFrame(dict).with_columns migration,"Index objects, DataFrame",Core dataframe transforms,Core dataframe transformations; Index and row semantics,True,True,False,False,False,False,False,False,False,False,False,"pd.DataFrame(data=input_df.index) 的 index-as-data 构造需被识别为""将 index 中的 ID 提升为列""的语义，才能正确替换为 pl.DataFrame({""document_id"": input_df[""document_id""]})。",True,valid,The pandas index and corresponding Polars input are paired and both standard and empty constructed frames are compared.,none
8c71f3c7_attr_getter_unseen_frame,joel-beck__readnext,https://github.com/joel-beck/readnext,8c71f3c7b1391fa42d554e97c61313e7d8f1907f,https://github.com/joel-beck/readnext/commit/8c71f3c7b1391fa42d554e97c61313e7d8f1907f,readnext__inference__attribute_getter__attribute_getter_unseen.py,"import pandas as pd

        return pd.DataFrame(
            {""scores"": [sort_document_scores(common_citations_scores)]}, index=[-1]
        ).rename_axis(""document_id"", axis=""index"")","        return pl.DataFrame(
            {
                ""document_id"": [-1],
                ""scores"": [sort_document_scores(common_citations_scores)],
            }
        )",,pd.DataFrame with index=[-1] + rename_axis → pl.DataFrame with explicit document_id column migration,"Index objects"", ""DataFrame",Core dataframe transforms,Core dataframe transformations; Index and row semantics,True,True,False,False,False,False,False,False,False,False,False,index-named one-row DataFrame into a polars DataFrame that stores the identifier explicitly as a normal column.,True,valid_after_harness_audit,The test passed a DataFrame although the source fragment consumes an iterable of score tuples from the enclosing ranking operation.,Pass equivalent raw score tuples to both implementations and use an empty list for the edge case.
8c71f3c7_attr_getter_unseen_iter,joel-beck__readnext,https://github.com/joel-beck/readnext,8c71f3c7b1391fa42d554e97c61313e7d8f1907f,https://github.com/joel-beck/readnext/commit/8c71f3c7b1391fa42d554e97c61313e7d8f1907f,readnext__inference__attribute_getter__attribute_getter_unseen.py,"import pandas as pd

        for d3_document_id, candidate_citation_urls in self.documents_data[""citations""].items():","        for d3_document_id, candidate_citation_urls in zip(
            self.documents_data[""document_id""], self.documents_data[""citations""]
        ):",,"dict .items() iteration → zip(df[col], df[col]) iteration migration","Series"", ""Index objects",Core dataframe transforms,Core dataframe transformations; Index and row semantics,True,True,False,False,False,False,False,False,False,False,False,index-value iteration over a citations column into explicit paired iteration over document_id and citations columns.,False,evaluation_invalid,The isolated iteration fragment lacks the enclosing object state and a self-contained output contract.,Re-extract the containing method or exclude/disable the snippet.
8c71f3c7_input_converter_index,joel-beck__readnext,https://github.com/joel-beck/readnext,8c71f3c7b1391fa42d554e97c61313e7d8f1907f,https://github.com/joel-beck/readnext/commit/8c71f3c7b1391fa42d554e97c61313e7d8f1907f,readnext__inference__input_converter.py,"import pandas as pd

            self.documents_data.loc[
                self.documents_data[""semanticscholar_url""] == semanticscholar_url
            ]
            .index.item().item()","            self.documents_data.filter(pl.col(""semanticscholar_url"") == semanticscholar_url)
            .select(""document_id"")
            .item()",,loc + .index.item().item() double unwrap → filter + select + item migration,"Index objects"", ""DataFrame",Core dataframe transforms,Core dataframe transformations; Index and row semantics,True,True,False,False,False,False,False,False,False,False,False,index-based identifier lookup into an explicit polars filter-and-select pipeline that retrieves document_id as a normal column value.,True,valid_after_harness_audit,The rejection helper could accept generated SyntaxError or NameError as equivalent to a legitimate oracle exception.,Exclude generated syntax and unresolved-name failures from successful exception equivalence.
8c71f3c7_input_converter_loc,joel-beck__readnext,https://github.com/joel-beck/readnext,8c71f3c7b1391fa42d554e97c61313e7d8f1907f,https://github.com/joel-beck/readnext/commit/8c71f3c7b1391fa42d554e97c61313e7d8f1907f,readnext__inference__input_converter.py,"import pandas as pd

        return cast(str, self.documents_data.loc[d3_document_id, ""semanticscholar_url""])","        return cast(
            str,
            self.documents_data.filter(pl.col(""document_id"") == d3_document_id)
            .select(""semanticscholar_url"")
            .item(),
        )",,"df.loc[id, col] scalar access → filter + select + item migration","Index objects"", ""DataFrame",Core dataframe transforms,Core dataframe transformations; Index and row semantics,True,True,False,False,False,False,False,False,False,False,False,index-based scalar cell access into an explicit polars filter-select-item pipeline using document_id as a normal column.,True,valid_after_harness_audit,The shared rejection helper accepted any exception pair and could hide generated syntax or unresolved-name failures.,Exclude generated SyntaxError and NameError from successful exception equivalence.
8c71f3c7_document_info_tolist,joel-beck__readnext,https://github.com/joel-beck/readnext,8c71f3c7b1391fa42d554e97c61313e7d8f1907f,https://github.com/joel-beck/readnext/commit/8c71f3c7b1391fa42d554e97c61313e7d8f1907f,readnext__modeling__document_info.py,"import pandas as pd

    document_ids = df[""document_id""].tolist()
    titles = df[""title""].tolist()
    abstracts = df[""abstract""].tolist()","    document_ids = df[""document_id""].to_list()
    titles = df[""title""].to_list()
    abstracts = df[""abstract""].to_list()",,Series.tolist() → Series.to_list() migration,"""Series""","Core dataframe transforms"", ""Input/output""",Core dataframe transformations; IO boundaries,True,False,False,True,False,False,False,False,False,False,False,Series .tolist() calls with polars .to_list() calls to export multiple columns as Python lists.,True,valid,Equivalent document records are used and list conversion is directly observed.,none
8c71f3c7_embedder_frame,joel-beck__readnext,https://github.com/joel-beck/readnext,8c71f3c7b1391fa42d554e97c61313e7d8f1907f,https://github.com/joel-beck/readnext/commit/8c71f3c7b1391fa42d554e97c61313e7d8f1907f,readnext__modeling__language_models__embedder.py,"import pandas as pd

    return (
        pd.Series(embeddings_mapping, name=""embedding"")
        .to_frame()
        .rename_axis(""document_id"", axis=""index"")
    )","    return pl.DataFrame(
        {
            ""document_id"": list(embeddings_mapping.keys()),
            ""embedding"": list(embeddings_mapping.values()),
        }
    )",,pd.Series.to_frame().rename_axis → pl.DataFrame with explicit key-value columns migration,"Index objects"", ""Series"", ""DataFrame",Core dataframe transforms,Core dataframe transformations; Index and row semantics,True,True,False,False,False,False,False,False,False,False,False,Series-to-frame pattern with index-based document identifiers into a polars DataFrame that stores document_id explicitly as a normal column.,True,valid,Both constructors receive identical embedding records and complete frames are normalized for comparison.,none
8c71f3c7_model_choice_load,joel-beck__readnext,https://github.com/joel-beck/readnext,8c71f3c7b1391fa42d554e97c61313e7d8f1907f,https://github.com/joel-beck/readnext/commit/8c71f3c7b1391fa42d554e97c61313e7d8f1907f,readnext__modeling__language_models__model_choice.py,"import pandas as pd

    return load_df_from_pickle(cosine_similarities_path)",    return read_df_from_parquet(cosine_similarities_path),,load_df_from_pickle → read_df_from_parquet migration,"Input/output""","Input/output""",IO boundaries,False,False,False,True,False,False,False,False,False,False,False,"pickle-based dataframe loading with parquet-based dataframe loading, changing the persistence boundary without altering downstream processing logic.",True,valid,The injected loader is part of the source contract; both standard and empty loader results are compared completely.,none
8c71f3c7_s4_combine_load_concat_write,joel-beck__readnext,https://github.com/joel-beck/readnext,8c71f3c7b1391fa42d554e97c61313e7d8f1907f,https://github.com/joel-beck/readnext/commit/8c71f3c7b1391fa42d554e97c61313e7d8f1907f,readnext__scripts__data__s4_combine_documents_labels_chunks.py,"import pandas as pd

            df_chunk = load_df_from_pickle(filepath)
    ...
    df_combined = pd.concat(df_list)
    ...
    write_df_to_pickle(df_combined, path_documents_labels)","            df_chunk = read_df_from_parquet(filepath)
    ...
    df_combined = pl.concat(df_list)
    ...
    write_df_to_parquet(df_combined, path_documents_labels)",,load_df_from_pickle + pd.concat + write_df_to_pickle → read_df_from_parquet + pl.concat + write_df_to_parquet migration,"Input/output"", ""DataFrame","Input/output"", ""Core dataframe transforms",Aggregation and combination; IO boundaries,False,False,True,True,False,False,False,False,False,False,False,"storage format, read/write boundary, and concat stage all shift together.",True,valid,The complete concatenated frame plus loader and writer side effects are observed on both sides.,none
8c71f3c7_s8_combine_load_concat_write,joel-beck__readnext,https://github.com/joel-beck/readnext,8c71f3c7b1391fa42d554e97c61313e7d8f1907f,https://github.com/joel-beck/readnext/commit/8c71f3c7b1391fa42d554e97c61313e7d8f1907f,readnext__scripts__data__s8_combine_documents_authors_labels_citations_chunks.py,"import pandas as pd

            df_chunk = load_df_from_pickle(filepath)
    ...
    df_combined = pd.concat(df_list)
    ...
    write_df_to_pickle(df_combined, path_documents_authors_labels_citations)","            df_chunk = read_df_from_parquet(filepath)
    ...
    df_combined = pl.concat(df_list)
    ...
    write_df_to_parquet(df_combined, path_documents_authors_labels_citations)",,load_df_from_pickle + pd.concat + write_df_to_pickle → read_df_from_parquet + pl.concat + write_df_to_parquet migration,"Input/output"", ""DataFrame","Input/output"", ""Core dataframe transforms",Aggregation and combination; IO boundaries,False,False,True,True,False,False,False,False,False,False,False,pickle-based load-concat-save workflow with a parquet-based read-concat-write pipeline while preserving concatenation as the intermediate combine step.,True,valid,Both return data and loader/writer interactions are checked with equivalent pandas and Polars inputs.,none
8c71f3c7_hybrid_score_concat,joel-beck__readnext,https://github.com/joel-beck/readnext,8c71f3c7b1391fa42d554e97c61313e7d8f1907f,https://github.com/joel-beck/readnext/commit/8c71f3c7b1391fa42d554e97c61313e7d8f1907f,readnext__scripts__evaluation__run_evaluation_hybrid_scores.py,"import pandas as pd

    return pd.concat([hybrid_score.to_frame() for hybrid_score in hybrid_scores], ignore_index=True)","    return pl.concat([hybrid_score.to_frame() for hybrid_score in hybrid_scores], ignore_index=True)",,pd.concat → pl.concat migration,"""DataFrame"", ""Series""",Core dataframe transforms,Core dataframe transformations; Aggregation and combination,True,False,True,False,False,False,False,False,False,False,False,multi-frame concatenation with the polars concat equivalent while preserving the intent to rebuild a single combined result table.,True,valid,The paired test compares concatenated scores and handles the empty input contract on both sides.,none
medmodels_classic_distance_covariates_select_migration,limebit__medmodels,https://github.com/limebit/medmodels,0ac0c8625ca8bde33fdce39b955ff6628afe27f8,https://github.com/limebit/medmodels/commit/0ac0c8625ca8bde33fdce39b955ff6628afe27f8,medmodels__matching__algorithms__classic_distance_models.py,"import pandas as pd

columns = treated_set.columns

if not covariates:
    covariates = columns

treated_array = treated_set[covariates].to_numpy().astype(float)
control_array = control_set[covariates].to_numpy().astype(float)","if not covariates:
    covariates = treated_set.columns

treated_array = treated_set.select(covariates).to_numpy().astype(float)
control_array = control_set.select(covariates).to_numpy().astype(float)",,data selection and covariate handling migration,"[""DataFrame"", ""Index objects""]","[""Core dataframe transforms""]","Core dataframe transformations; Index and row semantics; Types, schemas, and temporal operations",True,True,False,False,True,False,False,False,False,False,False,Needs selection-aware rewrite because pandas column subsetting with brackets may need explicit select(...) in polars.,True,valid,Selected covariate frames are compared using library-native equivalent inputs including empty selection.,none
