pair_id,repo,sha,file_path,pair_stem,before_path,after_path,patch_path,test_label,match_status,file_status,macro_primary_old,macro_all_old,patch_lines_file_old
equinor__ert__cd916ddcfd4203563f740ae6b4dd33c5063343d6__002,equinor/ert,cd916ddcfd4203563f740ae6b4dd33c5063343d6,tests/ert/conftest.py,tests__ert__conftest.py,second_isolated_migrations_artifacts/equinor__ert/cd916ddcfd4203563f740ae6b4dd33c5063343d6/tests__ert__conftest.py.before.py,second_isolated_migrations_artifacts/equinor__ert/cd916ddcfd4203563f740ae6b4dd33c5063343d6/tests__ert__conftest.py.after.py,second_isolated_migrations_artifacts/equinor__ert/cd916ddcfd4203563f740ae6b4dd33c5063343d6/tests__ert__conftest.py.patch,Yes,exact_match,complete,IO boundary,IO boundary,24
equinor__ert__cd916ddcfd4203563f740ae6b4dd33c5063343d6__003,equinor/ert,cd916ddcfd4203563f740ae6b4dd33c5063343d6,tests/ert/ui_tests/cli/analysis/test_design_matrix.py,tests__ert__ui_tests__cli__analysis__test_design_matrix.py,second_isolated_migrations_artifacts/equinor__ert/cd916ddcfd4203563f740ae6b4dd33c5063343d6/tests__ert__ui_tests__cli__analysis__test_design_matrix.py.before.py,second_isolated_migrations_artifacts/equinor__ert/cd916ddcfd4203563f740ae6b4dd33c5063343d6/tests__ert__ui_tests__cli__analysis__test_design_matrix.py.after.py,second_isolated_migrations_artifacts/equinor__ert/cd916ddcfd4203563f740ae6b4dd33c5063343d6/tests__ert__ui_tests__cli__analysis__test_design_matrix.py.patch,Yes,exact_match,complete,IO boundary,IO boundary,40
equinor__ert__cd916ddcfd4203563f740ae6b4dd33c5063343d6__004,equinor/ert,cd916ddcfd4203563f740ae6b4dd33c5063343d6,tests/ert/unit_tests/config/test_ert_config.py,tests__ert__unit_tests__config__test_ert_config.py,second_isolated_migrations_artifacts/equinor__ert/cd916ddcfd4203563f740ae6b4dd33c5063343d6/tests__ert__unit_tests__config__test_ert_config.py.before.py,second_isolated_migrations_artifacts/equinor__ert/cd916ddcfd4203563f740ae6b4dd33c5063343d6/tests__ert__unit_tests__config__test_ert_config.py.after.py,second_isolated_migrations_artifacts/equinor__ert/cd916ddcfd4203563f740ae6b4dd33c5063343d6/tests__ert__unit_tests__config__test_ert_config.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,66
equinor__ert__cd916ddcfd4203563f740ae6b4dd33c5063343d6__005,equinor/ert,cd916ddcfd4203563f740ae6b4dd33c5063343d6,tests/ert/unit_tests/sensitivity_analysis/test_design_matrix.py,tests__ert__unit_tests__sensitivity_analysis__test_design_matrix.py,second_isolated_migrations_artifacts/equinor__ert/cd916ddcfd4203563f740ae6b4dd33c5063343d6/tests__ert__unit_tests__sensitivity_analysis__test_design_matrix.py.before.py,second_isolated_migrations_artifacts/equinor__ert/cd916ddcfd4203563f740ae6b4dd33c5063343d6/tests__ert__unit_tests__sensitivity_analysis__test_design_matrix.py.after.py,second_isolated_migrations_artifacts/equinor__ert/cd916ddcfd4203563f740ae6b4dd33c5063343d6/tests__ert__unit_tests__sensitivity_analysis__test_design_matrix.py.patch,Yes,exact_match,complete,IO boundary,IO boundary;Missing values,258
equinor__ert__d39ed50ec4fd98ece54da276437987de0480f515__001,equinor/ert,d39ed50ec4fd98ece54da276437987de0480f515,src/ert/storage/local_ensemble.py,src__ert__storage__local_ensemble.py,second_isolated_migrations_artifacts/equinor__ert/d39ed50ec4fd98ece54da276437987de0480f515/src__ert__storage__local_ensemble.py.before.py,second_isolated_migrations_artifacts/equinor__ert/d39ed50ec4fd98ece54da276437987de0480f515/src__ert__storage__local_ensemble.py.after.py,second_isolated_migrations_artifacts/equinor__ert/d39ed50ec4fd98ece54da276437987de0480f515/src__ert__storage__local_ensemble.py.patch,Yes,exact_match,complete,Aggregation & joins,Aggregation & joins,281
equinor__ert__e8fa7691001de198dd767982cb5eb30d518725dd__001,equinor/ert,e8fa7691001de198dd767982cb5eb30d518725dd,src/ert/enkf_main.py,src__ert__enkf_main.py,second_isolated_migrations_artifacts/equinor__ert/e8fa7691001de198dd767982cb5eb30d518725dd/src__ert__enkf_main.py.before.py,second_isolated_migrations_artifacts/equinor__ert/e8fa7691001de198dd767982cb5eb30d518725dd/src__ert__enkf_main.py.after.py,second_isolated_migrations_artifacts/equinor__ert/e8fa7691001de198dd767982cb5eb30d518725dd/src__ert__enkf_main.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,9
equinor__ert__e8fa7691001de198dd767982cb5eb30d518725dd__002,equinor/ert,e8fa7691001de198dd767982cb5eb30d518725dd,src/ert/gui/simulation/_design_matrix_panel.py,src__ert__gui__simulation___design_matrix_panel.py,second_isolated_migrations_artifacts/equinor__ert/e8fa7691001de198dd767982cb5eb30d518725dd/src__ert__gui__simulation___design_matrix_panel.py.before.py,second_isolated_migrations_artifacts/equinor__ert/e8fa7691001de198dd767982cb5eb30d518725dd/src__ert__gui__simulation___design_matrix_panel.py.after.py,second_isolated_migrations_artifacts/equinor__ert/e8fa7691001de198dd767982cb5eb30d518725dd/src__ert__gui__simulation___design_matrix_panel.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,28
huggingface__datasets__5f42139a2c5583a55d34a2f60d537f5fba285c28__001,huggingface/datasets,5f42139a2c5583a55d34a2f60d537f5fba285c28,src/datasets/arrow_dataset.py,src__datasets__arrow_dataset.py,second_isolated_migrations_artifacts/huggingface__datasets/5f42139a2c5583a55d34a2f60d537f5fba285c28/src__datasets__arrow_dataset.py.before.py,second_isolated_migrations_artifacts/huggingface__datasets/5f42139a2c5583a55d34a2f60d537f5fba285c28/src__datasets__arrow_dataset.py.after.py,second_isolated_migrations_artifacts/huggingface__datasets/5f42139a2c5583a55d34a2f60d537f5fba285c28/src__datasets__arrow_dataset.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,20
hugof38__pysnaptest__63fe3a8d7edb686fe4eb4a7e4b86387af02fafa3__001,hugof38/pysnaptest,63fe3a8d7edb686fe4eb4a7e4b86387af02fafa3,python/pysnaptest/snapshot.py,python__pysnaptest__snapshot.py,second_isolated_migrations_artifacts/hugof38__pysnaptest/63fe3a8d7edb686fe4eb4a7e4b86387af02fafa3/python__pysnaptest__snapshot.py.before.py,second_isolated_migrations_artifacts/hugof38__pysnaptest/63fe3a8d7edb686fe4eb4a7e4b86387af02fafa3/python__pysnaptest__snapshot.py.after.py,second_isolated_migrations_artifacts/hugof38__pysnaptest/63fe3a8d7edb686fe4eb4a7e4b86387af02fafa3/python__pysnaptest__snapshot.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,55
hugof38__pysnaptest__63fe3a8d7edb686fe4eb4a7e4b86387af02fafa3__002,hugof38/pysnaptest,63fe3a8d7edb686fe4eb4a7e4b86387af02fafa3,tests/test_snapshots.py,tests__test_snapshots.py,second_isolated_migrations_artifacts/hugof38__pysnaptest/63fe3a8d7edb686fe4eb4a7e4b86387af02fafa3/tests__test_snapshots.py.before.py,second_isolated_migrations_artifacts/hugof38__pysnaptest/63fe3a8d7edb686fe4eb4a7e4b86387af02fafa3/tests__test_snapshots.py.after.py,second_isolated_migrations_artifacts/hugof38__pysnaptest/63fe3a8d7edb686fe4eb4a7e4b86387af02fafa3/tests__test_snapshots.py.patch,Yes,exact_match,complete,Import/setup-only,Import/setup-only,29
marimo-team__marimo__0e0b38dedb205713f221fae59bb3f99b61d9112f__001,marimo-team/marimo,0e0b38dedb205713f221fae59bb3f99b61d9112f,marimo/_sql/engines/duckdb.py,marimo___sql__engines__duckdb.py,second_isolated_migrations_artifacts/marimo-team__marimo/0e0b38dedb205713f221fae59bb3f99b61d9112f/marimo___sql__engines__duckdb.py.before.py,second_isolated_migrations_artifacts/marimo-team__marimo/0e0b38dedb205713f221fae59bb3f99b61d9112f/marimo___sql__engines__duckdb.py.after.py,second_isolated_migrations_artifacts/marimo-team__marimo/0e0b38dedb205713f221fae59bb3f99b61d9112f/marimo___sql__engines__duckdb.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,27
marimo-team__marimo__0e0b38dedb205713f221fae59bb3f99b61d9112f__002,marimo-team/marimo,0e0b38dedb205713f221fae59bb3f99b61d9112f,marimo/_sql/engines/sqlalchemy.py,marimo___sql__engines__sqlalchemy.py,second_isolated_migrations_artifacts/marimo-team__marimo/0e0b38dedb205713f221fae59bb3f99b61d9112f/marimo___sql__engines__sqlalchemy.py.before.py,second_isolated_migrations_artifacts/marimo-team__marimo/0e0b38dedb205713f221fae59bb3f99b61d9112f/marimo___sql__engines__sqlalchemy.py.after.py,second_isolated_migrations_artifacts/marimo-team__marimo/0e0b38dedb205713f221fae59bb3f99b61d9112f/marimo___sql__engines__sqlalchemy.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,25
marimo-team__marimo__181136b495acafce562fd691c6743be68489b0fd__001,marimo-team/marimo,181136b495acafce562fd691c6743be68489b0fd,tests/_plugins/ui/_impl/dataframes/test_dataframe.py,tests___plugins__ui___impl__dataframes__test_dataframe.py,second_isolated_migrations_artifacts/marimo-team__marimo/181136b495acafce562fd691c6743be68489b0fd/tests___plugins__ui___impl__dataframes__test_dataframe.py.before.py,second_isolated_migrations_artifacts/marimo-team__marimo/181136b495acafce562fd691c6743be68489b0fd/tests___plugins__ui___impl__dataframes__test_dataframe.py.after.py,second_isolated_migrations_artifacts/marimo-team__marimo/181136b495acafce562fd691c6743be68489b0fd/tests___plugins__ui___impl__dataframes__test_dataframe.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,116
marimo-team__marimo__2014f45a3565fb645249336e2e6f58038366dd30__001,marimo-team/marimo,2014f45a3565fb645249336e2e6f58038366dd30,tests/_plugins/core/test_json_encoder.py,tests___plugins__core__test_json_encoder.py,second_isolated_migrations_artifacts/marimo-team__marimo/2014f45a3565fb645249336e2e6f58038366dd30/tests___plugins__core__test_json_encoder.py.before.py,second_isolated_migrations_artifacts/marimo-team__marimo/2014f45a3565fb645249336e2e6f58038366dd30/tests___plugins__core__test_json_encoder.py.after.py,second_isolated_migrations_artifacts/marimo-team__marimo/2014f45a3565fb645249336e2e6f58038366dd30/tests___plugins__core__test_json_encoder.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,25
marimo-team__marimo__320894818235bb4338cef984543590948b952add__001,marimo-team/marimo,320894818235bb4338cef984543590948b952add,marimo/_sql/engines/clickhouse.py,marimo___sql__engines__clickhouse.py,second_isolated_migrations_artifacts/marimo-team__marimo/320894818235bb4338cef984543590948b952add/marimo___sql__engines__clickhouse.py.before.py,second_isolated_migrations_artifacts/marimo-team__marimo/320894818235bb4338cef984543590948b952add/marimo___sql__engines__clickhouse.py.after.py,second_isolated_migrations_artifacts/marimo-team__marimo/320894818235bb4338cef984543590948b952add/marimo___sql__engines__clickhouse.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,159
marimo-team__marimo__320894818235bb4338cef984543590948b952add__002,marimo-team/marimo,320894818235bb4338cef984543590948b952add,marimo/_sql/engines/dbapi.py,marimo___sql__engines__dbapi.py,second_isolated_migrations_artifacts/marimo-team__marimo/320894818235bb4338cef984543590948b952add/marimo___sql__engines__dbapi.py.before.py,second_isolated_migrations_artifacts/marimo-team__marimo/320894818235bb4338cef984543590948b952add/marimo___sql__engines__dbapi.py.after.py,second_isolated_migrations_artifacts/marimo-team__marimo/320894818235bb4338cef984543590948b952add/marimo___sql__engines__dbapi.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,55
marimo-team__marimo__320894818235bb4338cef984543590948b952add__003,marimo-team/marimo,320894818235bb4338cef984543590948b952add,marimo/_sql/engines/sqlalchemy.py,marimo___sql__engines__sqlalchemy.py,second_isolated_migrations_artifacts/marimo-team__marimo/320894818235bb4338cef984543590948b952add/marimo___sql__engines__sqlalchemy.py.before.py,second_isolated_migrations_artifacts/marimo-team__marimo/320894818235bb4338cef984543590948b952add/marimo___sql__engines__sqlalchemy.py.after.py,second_isolated_migrations_artifacts/marimo-team__marimo/320894818235bb4338cef984543590948b952add/marimo___sql__engines__sqlalchemy.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,52
marimo-team__marimo__7ae245de4b8583729b03c437fe89b47e8fc375f3__001,marimo-team/marimo,7ae245de4b8583729b03c437fe89b47e8fc375f3,examples/sql/read_csv.py,examples__sql__read_csv.py,second_isolated_migrations_artifacts/marimo-team__marimo/7ae245de4b8583729b03c437fe89b47e8fc375f3/examples__sql__read_csv.py.before.py,second_isolated_migrations_artifacts/marimo-team__marimo/7ae245de4b8583729b03c437fe89b47e8fc375f3/examples__sql__read_csv.py.after.py,second_isolated_migrations_artifacts/marimo-team__marimo/7ae245de4b8583729b03c437fe89b47e8fc375f3/examples__sql__read_csv.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,59
marimo-team__marimo__7ae245de4b8583729b03c437fe89b47e8fc375f3__002,marimo-team/marimo,7ae245de4b8583729b03c437fe89b47e8fc375f3,examples/sql/read_json.py,examples__sql__read_json.py,second_isolated_migrations_artifacts/marimo-team__marimo/7ae245de4b8583729b03c437fe89b47e8fc375f3/examples__sql__read_json.py.before.py,second_isolated_migrations_artifacts/marimo-team__marimo/7ae245de4b8583729b03c437fe89b47e8fc375f3/examples__sql__read_json.py.after.py,second_isolated_migrations_artifacts/marimo-team__marimo/7ae245de4b8583729b03c437fe89b47e8fc375f3/examples__sql__read_json.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,60
marimo-team__marimo__7ae245de4b8583729b03c437fe89b47e8fc375f3__003,marimo-team/marimo,7ae245de4b8583729b03c437fe89b47e8fc375f3,examples/sql/read_parquet.py,examples__sql__read_parquet.py,second_isolated_migrations_artifacts/marimo-team__marimo/7ae245de4b8583729b03c437fe89b47e8fc375f3/examples__sql__read_parquet.py.before.py,second_isolated_migrations_artifacts/marimo-team__marimo/7ae245de4b8583729b03c437fe89b47e8fc375f3/examples__sql__read_parquet.py.after.py,second_isolated_migrations_artifacts/marimo-team__marimo/7ae245de4b8583729b03c437fe89b47e8fc375f3/examples__sql__read_parquet.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,17
marimo-team__marimo__7e604334698168d0b0a6f59d960924ac2982548b__001,marimo-team/marimo,7e604334698168d0b0a6f59d960924ac2982548b,marimo/_sql/engines/clickhouse.py,marimo___sql__engines__clickhouse.py,second_isolated_migrations_artifacts/marimo-team__marimo/7e604334698168d0b0a6f59d960924ac2982548b/marimo___sql__engines__clickhouse.py.before.py,second_isolated_migrations_artifacts/marimo-team__marimo/7e604334698168d0b0a6f59d960924ac2982548b/marimo___sql__engines__clickhouse.py.after.py,second_isolated_migrations_artifacts/marimo-team__marimo/7e604334698168d0b0a6f59d960924ac2982548b/marimo___sql__engines__clickhouse.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,179
marimo-team__marimo__7e604334698168d0b0a6f59d960924ac2982548b__002,marimo-team/marimo,7e604334698168d0b0a6f59d960924ac2982548b,tests/_sql/test_clickhouse.py,tests___sql__test_clickhouse.py,second_isolated_migrations_artifacts/marimo-team__marimo/7e604334698168d0b0a6f59d960924ac2982548b/tests___sql__test_clickhouse.py.before.py,second_isolated_migrations_artifacts/marimo-team__marimo/7e604334698168d0b0a6f59d960924ac2982548b/tests___sql__test_clickhouse.py.after.py,second_isolated_migrations_artifacts/marimo-team__marimo/7e604334698168d0b0a6f59d960924ac2982548b/tests___sql__test_clickhouse.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,135
marimo-team__marimo__a90a37e32b5f1408d245922a1ef2658e76db5c55__001,marimo-team/marimo,a90a37e32b5f1408d245922a1ef2658e76db5c55,marimo/_plugins/ui/_impl/altair_chart.py,marimo___plugins__ui___impl__altair_chart.py,second_isolated_migrations_artifacts/marimo-team__marimo/a90a37e32b5f1408d245922a1ef2658e76db5c55/marimo___plugins__ui___impl__altair_chart.py.before.py,second_isolated_migrations_artifacts/marimo-team__marimo/a90a37e32b5f1408d245922a1ef2658e76db5c55/marimo___plugins__ui___impl__altair_chart.py.after.py,second_isolated_migrations_artifacts/marimo-team__marimo/a90a37e32b5f1408d245922a1ef2658e76db5c55/marimo___plugins__ui___impl__altair_chart.py.patch,Yes,exact_match,complete,IO boundary,IO boundary;Aggregation & joins,284
marimo-team__marimo__a90a37e32b5f1408d245922a1ef2658e76db5c55__002,marimo-team/marimo,a90a37e32b5f1408d245922a1ef2658e76db5c55,tests/_plugins/ui/_impl/test_altair_chart.py,tests___plugins__ui___impl__test_altair_chart.py,second_isolated_migrations_artifacts/marimo-team__marimo/a90a37e32b5f1408d245922a1ef2658e76db5c55/tests___plugins__ui___impl__test_altair_chart.py.before.py,second_isolated_migrations_artifacts/marimo-team__marimo/a90a37e32b5f1408d245922a1ef2658e76db5c55/tests___plugins__ui___impl__test_altair_chart.py.after.py,second_isolated_migrations_artifacts/marimo-team__marimo/a90a37e32b5f1408d245922a1ef2658e76db5c55/tests___plugins__ui___impl__test_altair_chart.py.patch,Yes,exact_match,complete,Aggregation & joins,Aggregation & joins,122
marimo-team__marimo__abb9ef60d2a4e89897f2d6aa1518cf36fbb60fe1__001,marimo-team/marimo,abb9ef60d2a4e89897f2d6aa1518cf36fbb60fe1,marimo/_output/data/data.py,marimo___output__data__data.py,second_isolated_migrations_artifacts/marimo-team__marimo/abb9ef60d2a4e89897f2d6aa1518cf36fbb60fe1/marimo___output__data__data.py.before.py,second_isolated_migrations_artifacts/marimo-team__marimo/abb9ef60d2a4e89897f2d6aa1518cf36fbb60fe1/marimo___output__data__data.py.after.py,second_isolated_migrations_artifacts/marimo-team__marimo/abb9ef60d2a4e89897f2d6aa1518cf36fbb60fe1/marimo___output__data__data.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,34
marimo-team__marimo__abb9ef60d2a4e89897f2d6aa1518cf36fbb60fe1__002,marimo-team/marimo,abb9ef60d2a4e89897f2d6aa1518cf36fbb60fe1,marimo/_plugins/ui/_impl/table.py,marimo___plugins__ui___impl__table.py,second_isolated_migrations_artifacts/marimo-team__marimo/abb9ef60d2a4e89897f2d6aa1518cf36fbb60fe1/marimo___plugins__ui___impl__table.py.before.py,second_isolated_migrations_artifacts/marimo-team__marimo/abb9ef60d2a4e89897f2d6aa1518cf36fbb60fe1/marimo___plugins__ui___impl__table.py.after.py,second_isolated_migrations_artifacts/marimo-team__marimo/abb9ef60d2a4e89897f2d6aa1518cf36fbb60fe1/marimo___plugins__ui___impl__table.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,130
marimo-team__marimo__abb9ef60d2a4e89897f2d6aa1518cf36fbb60fe1__003,marimo-team/marimo,abb9ef60d2a4e89897f2d6aa1518cf36fbb60fe1,marimo/_plugins/ui/_impl/utils/dataframe.py,marimo___plugins__ui___impl__utils__dataframe.py,second_isolated_migrations_artifacts/marimo-team__marimo/abb9ef60d2a4e89897f2d6aa1518cf36fbb60fe1/marimo___plugins__ui___impl__utils__dataframe.py.before.py,second_isolated_migrations_artifacts/marimo-team__marimo/abb9ef60d2a4e89897f2d6aa1518cf36fbb60fe1/marimo___plugins__ui___impl__utils__dataframe.py.after.py,second_isolated_migrations_artifacts/marimo-team__marimo/abb9ef60d2a4e89897f2d6aa1518cf36fbb60fe1/marimo___plugins__ui___impl__utils__dataframe.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,23
marimo-team__marimo__c8d94210762d8f502fd05fff2c5deccb86a7fe01__001,marimo-team/marimo,c8d94210762d8f502fd05fff2c5deccb86a7fe01,marimo/_smoke_tests/tables/big_ints.py,marimo___smoke_tests__tables__big_ints.py,second_isolated_migrations_artifacts/marimo-team__marimo/c8d94210762d8f502fd05fff2c5deccb86a7fe01/marimo___smoke_tests__tables__big_ints.py.before.py,second_isolated_migrations_artifacts/marimo-team__marimo/c8d94210762d8f502fd05fff2c5deccb86a7fe01/marimo___smoke_tests__tables__big_ints.py.after.py,second_isolated_migrations_artifacts/marimo-team__marimo/c8d94210762d8f502fd05fff2c5deccb86a7fe01/marimo___smoke_tests__tables__big_ints.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,24
marimo-team__marimo__dd3ad6db1244b0237aeb2cf25ac771cf57b1ff97__001,marimo-team/marimo,dd3ad6db1244b0237aeb2cf25ac771cf57b1ff97,marimo/_plugins/ui/_impl/charts/altair_transformer.py,marimo___plugins__ui___impl__charts__altair_transformer.py,second_isolated_migrations_artifacts/marimo-team__marimo/dd3ad6db1244b0237aeb2cf25ac771cf57b1ff97/marimo___plugins__ui___impl__charts__altair_transformer.py.before.py,second_isolated_migrations_artifacts/marimo-team__marimo/dd3ad6db1244b0237aeb2cf25ac771cf57b1ff97/marimo___plugins__ui___impl__charts__altair_transformer.py.after.py,second_isolated_migrations_artifacts/marimo-team__marimo/dd3ad6db1244b0237aeb2cf25ac771cf57b1ff97/marimo___plugins__ui___impl__charts__altair_transformer.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,59
marimo-team__marimo__ebc0ac21b719384af86ef910f99f032c35e88742__001,marimo-team/marimo,ebc0ac21b719384af86ef910f99f032c35e88742,tests/_plugins/ui/_impl/dataframes/test_dataframe.py,tests___plugins__ui___impl__dataframes__test_dataframe.py,second_isolated_migrations_artifacts/marimo-team__marimo/ebc0ac21b719384af86ef910f99f032c35e88742/tests___plugins__ui___impl__dataframes__test_dataframe.py.before.py,second_isolated_migrations_artifacts/marimo-team__marimo/ebc0ac21b719384af86ef910f99f032c35e88742/tests___plugins__ui___impl__dataframes__test_dataframe.py.after.py,second_isolated_migrations_artifacts/marimo-team__marimo/ebc0ac21b719384af86ef910f99f032c35e88742/tests___plugins__ui___impl__dataframes__test_dataframe.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,115
marimo-team__marimo__ebc0ac21b719384af86ef910f99f032c35e88742__002,marimo-team/marimo,ebc0ac21b719384af86ef910f99f032c35e88742,tests/_plugins/ui/_impl/test_table.py,tests___plugins__ui___impl__test_table.py,second_isolated_migrations_artifacts/marimo-team__marimo/ebc0ac21b719384af86ef910f99f032c35e88742/tests___plugins__ui___impl__test_table.py.before.py,second_isolated_migrations_artifacts/marimo-team__marimo/ebc0ac21b719384af86ef910f99f032c35e88742/tests___plugins__ui___impl__test_table.py.after.py,second_isolated_migrations_artifacts/marimo-team__marimo/ebc0ac21b719384af86ef910f99f032c35e88742/tests___plugins__ui___impl__test_table.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,485
marimo-team__marimo__fdd5d8d3f0c1af145b91fc987287652d56cb7e18__001,marimo-team/marimo,fdd5d8d3f0c1af145b91fc987287652d56cb7e18,tests/_plugins/ui/_impl/dataframes/test_dataframe.py,tests___plugins__ui___impl__dataframes__test_dataframe.py,second_isolated_migrations_artifacts/marimo-team__marimo/fdd5d8d3f0c1af145b91fc987287652d56cb7e18/tests___plugins__ui___impl__dataframes__test_dataframe.py.before.py,second_isolated_migrations_artifacts/marimo-team__marimo/fdd5d8d3f0c1af145b91fc987287652d56cb7e18/tests___plugins__ui___impl__dataframes__test_dataframe.py.after.py,second_isolated_migrations_artifacts/marimo-team__marimo/fdd5d8d3f0c1af145b91fc987287652d56cb7e18/tests___plugins__ui___impl__dataframes__test_dataframe.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,113
marimo-team__marimo__fdd5d8d3f0c1af145b91fc987287652d56cb7e18__002,marimo-team/marimo,fdd5d8d3f0c1af145b91fc987287652d56cb7e18,tests/_plugins/ui/_impl/dataframes/test_handlers.py,tests___plugins__ui___impl__dataframes__test_handlers.py,second_isolated_migrations_artifacts/marimo-team__marimo/fdd5d8d3f0c1af145b91fc987287652d56cb7e18/tests___plugins__ui___impl__dataframes__test_handlers.py.before.py,second_isolated_migrations_artifacts/marimo-team__marimo/fdd5d8d3f0c1af145b91fc987287652d56cb7e18/tests___plugins__ui___impl__dataframes__test_handlers.py.after.py,second_isolated_migrations_artifacts/marimo-team__marimo/fdd5d8d3f0c1af145b91fc987287652d56cb7e18/tests___plugins__ui___impl__dataframes__test_handlers.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,733
mesa__mesa-frames__622cff642dc6eba242915605c67d8e845b81f2b8__001,mesa/mesa-frames,622cff642dc6eba242915605c67d8e845b81f2b8,mesa_frames/concrete/__init__.py,mesa_frames__concrete____init__.py,second_isolated_migrations_artifacts/mesa__mesa-frames/622cff642dc6eba242915605c67d8e845b81f2b8/mesa_frames__concrete____init__.py.before.py,second_isolated_migrations_artifacts/mesa__mesa-frames/622cff642dc6eba242915605c67d8e845b81f2b8/mesa_frames__concrete____init__.py.after.py,second_isolated_migrations_artifacts/mesa__mesa-frames/622cff642dc6eba242915605c67d8e845b81f2b8/mesa_frames__concrete____init__.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,86
mesa__mesa-frames__622cff642dc6eba242915605c67d8e845b81f2b8__002,mesa/mesa-frames,622cff642dc6eba242915605c67d8e845b81f2b8,mesa_frames/types_.py,mesa_frames__types_.py,second_isolated_migrations_artifacts/mesa__mesa-frames/622cff642dc6eba242915605c67d8e845b81f2b8/mesa_frames__types_.py.before.py,second_isolated_migrations_artifacts/mesa__mesa-frames/622cff642dc6eba242915605c67d8e845b81f2b8/mesa_frames__types_.py.after.py,second_isolated_migrations_artifacts/mesa__mesa-frames/622cff642dc6eba242915605c67d8e845b81f2b8/mesa_frames__types_.py.patch,Yes,exact_match,complete,Index & pandas-specific semantics,Index & pandas-specific semantics,36
mesa__mesa-frames__622cff642dc6eba242915605c67d8e845b81f2b8__003,mesa/mesa-frames,622cff642dc6eba242915605c67d8e845b81f2b8,tests/test_agents.py,tests__test_agents.py,second_isolated_migrations_artifacts/mesa__mesa-frames/622cff642dc6eba242915605c67d8e845b81f2b8/tests__test_agents.py.before.py,second_isolated_migrations_artifacts/mesa__mesa-frames/622cff642dc6eba242915605c67d8e845b81f2b8/tests__test_agents.py.after.py,second_isolated_migrations_artifacts/mesa__mesa-frames/622cff642dc6eba242915605c67d8e845b81f2b8/tests__test_agents.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,465
mesa__mesa-frames__bf1ccd9328f260a746c21a6bad7e15a7a6898dc3__001,mesa/mesa-frames,bf1ccd9328f260a746c21a6bad7e15a7a6898dc3,mesa_frames/types.py,mesa_frames__types.py,second_isolated_migrations_artifacts/mesa__mesa-frames/bf1ccd9328f260a746c21a6bad7e15a7a6898dc3/mesa_frames__types.py.before.py,second_isolated_migrations_artifacts/mesa__mesa-frames/bf1ccd9328f260a746c21a6bad7e15a7a6898dc3/mesa_frames__types.py.after.py,second_isolated_migrations_artifacts/mesa__mesa-frames/bf1ccd9328f260a746c21a6bad7e15a7a6898dc3/mesa_frames__types.py.patch,Yes,exact_match,complete,Other / Manual,Other / Manual,24
monarch-initiative__pheval__0badcb92ffda127491d17dd0ea37bc5616b417f5__001,monarch-initiative/pheval,0badcb92ffda127491d17dd0ea37bc5616b417f5,src/pheval/utils/phenopacket_utils.py,src__pheval__utils__phenopacket_utils.py,second_isolated_migrations_artifacts/monarch-initiative__pheval/0badcb92ffda127491d17dd0ea37bc5616b417f5/src__pheval__utils__phenopacket_utils.py.before.py,second_isolated_migrations_artifacts/monarch-initiative__pheval/0badcb92ffda127491d17dd0ea37bc5616b417f5/src__pheval__utils__phenopacket_utils.py.after.py,second_isolated_migrations_artifacts/monarch-initiative__pheval/0badcb92ffda127491d17dd0ea37bc5616b417f5/src__pheval__utils__phenopacket_utils.py.patch,Yes,exact_match,complete,IO boundary,IO boundary,197
