pair_id,repo,sha,file_path,pair_stem,before_path,after_path,patch_path,test_label,match_status,file_status,macro_primary_old,macro_all_old,patch_lines_file_old
earthobservations__wetterdienst__3c49cad1be46c9967e9e90b2446f0dcdc7adff10__029,earthobservations/wetterdienst,3c49cad1be46c9967e9e90b2446f0dcdc7adff10,wetterdienst/provider/dwd/index.py,wetterdienst__provider__dwd__index.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__index.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__index.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__index.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms;Types & schema,
earthobservations__wetterdienst__3c49cad1be46c9967e9e90b2446f0dcdc7adff10__030,earthobservations/wetterdienst,3c49cad1be46c9967e9e90b2446f0dcdc7adff10,wetterdienst/provider/dwd/mosmix/access.py,wetterdienst__provider__dwd__mosmix__access.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__mosmix__access.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__mosmix__access.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__mosmix__access.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms;Types & schema,
earthobservations__wetterdienst__3c49cad1be46c9967e9e90b2446f0dcdc7adff10__031,earthobservations/wetterdienst,3c49cad1be46c9967e9e90b2446f0dcdc7adff10,wetterdienst/provider/dwd/mosmix/api.py,wetterdienst__provider__dwd__mosmix__api.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__mosmix__api.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__mosmix__api.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__mosmix__api.py.patch,Yes,exact_match,complete,Aggregation & joins,Aggregation & joins;Core dataframe transforms;Types & schema,
earthobservations__wetterdienst__3c49cad1be46c9967e9e90b2446f0dcdc7adff10__032,earthobservations/wetterdienst,3c49cad1be46c9967e9e90b2446f0dcdc7adff10,wetterdienst/provider/dwd/observation/api.py,wetterdienst__provider__dwd__observation__api.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__observation__api.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__observation__api.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__observation__api.py.patch,Yes,exact_match,complete,Aggregation & joins,Aggregation & joins;Time series & window;Core dataframe transforms;Types & schema,
earthobservations__wetterdienst__3c49cad1be46c9967e9e90b2446f0dcdc7adff10__033,earthobservations/wetterdienst,3c49cad1be46c9967e9e90b2446f0dcdc7adff10,wetterdienst/provider/dwd/observation/fileindex.py,wetterdienst__provider__dwd__observation__fileindex.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__observation__fileindex.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__observation__fileindex.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__observation__fileindex.py.patch,Yes,exact_match,complete,Aggregation & joins,Aggregation & joins;Time series & window;Core dataframe transforms;Types & schema,
earthobservations__wetterdienst__3c49cad1be46c9967e9e90b2446f0dcdc7adff10__034,earthobservations/wetterdienst,3c49cad1be46c9967e9e90b2446f0dcdc7adff10,wetterdienst/provider/dwd/observation/metaindex.py,wetterdienst__provider__dwd__observation__metaindex.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__observation__metaindex.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__observation__metaindex.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__observation__metaindex.py.patch,Yes,exact_match,complete,IO boundary,IO boundary;Aggregation & joins;Core dataframe transforms;Types & schema,
earthobservations__wetterdienst__3c49cad1be46c9967e9e90b2446f0dcdc7adff10__035,earthobservations/wetterdienst,3c49cad1be46c9967e9e90b2446f0dcdc7adff10,wetterdienst/provider/dwd/observation/parser.py,wetterdienst__provider__dwd__observation__parser.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__observation__parser.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__observation__parser.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__observation__parser.py.patch,Yes,exact_match,complete,IO boundary,IO boundary;Aggregation & joins;Core dataframe transforms;Types & schema,
earthobservations__wetterdienst__3c49cad1be46c9967e9e90b2446f0dcdc7adff10__036,earthobservations/wetterdienst,3c49cad1be46c9967e9e90b2446f0dcdc7adff10,wetterdienst/provider/dwd/radar/api.py,wetterdienst__provider__dwd__radar__api.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__radar__api.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__radar__api.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__radar__api.py.patch,Yes,exact_match,complete,Aggregation & joins,Aggregation & joins;Core dataframe transforms,
earthobservations__wetterdienst__3c49cad1be46c9967e9e90b2446f0dcdc7adff10__037,earthobservations/wetterdienst,3c49cad1be46c9967e9e90b2446f0dcdc7adff10,wetterdienst/provider/dwd/radar/index.py,wetterdienst__provider__dwd__radar__index.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__radar__index.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__radar__index.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__radar__index.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms;Types & schema,
earthobservations__wetterdienst__3c49cad1be46c9967e9e90b2446f0dcdc7adff10__038,earthobservations/wetterdienst,3c49cad1be46c9967e9e90b2446f0dcdc7adff10,wetterdienst/provider/dwd/radar/sites.py,wetterdienst__provider__dwd__radar__sites.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__radar__sites.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__radar__sites.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__dwd__radar__sites.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms,
earthobservations__wetterdienst__3c49cad1be46c9967e9e90b2446f0dcdc7adff10__039,earthobservations/wetterdienst,3c49cad1be46c9967e9e90b2446f0dcdc7adff10,wetterdienst/provider/ea/hydrology/api.py,wetterdienst__provider__ea__hydrology__api.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__ea__hydrology__api.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__ea__hydrology__api.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__ea__hydrology__api.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms;Types & schema,
earthobservations__wetterdienst__3c49cad1be46c9967e9e90b2446f0dcdc7adff10__040,earthobservations/wetterdienst,3c49cad1be46c9967e9e90b2446f0dcdc7adff10,wetterdienst/provider/eaufrance/hubeau/api.py,wetterdienst__provider__eaufrance__hubeau__api.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__eaufrance__hubeau__api.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__eaufrance__hubeau__api.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__eaufrance__hubeau__api.py.patch,Yes,exact_match,complete,Aggregation & joins,Aggregation & joins;Core dataframe transforms;Types & schema,
earthobservations__wetterdienst__3c49cad1be46c9967e9e90b2446f0dcdc7adff10__041,earthobservations/wetterdienst,3c49cad1be46c9967e9e90b2446f0dcdc7adff10,wetterdienst/provider/eccc/observation/api.py,wetterdienst__provider__eccc__observation__api.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__eccc__observation__api.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__eccc__observation__api.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__eccc__observation__api.py.patch,Yes,exact_match,complete,IO boundary,IO boundary;Aggregation & joins;Missing values;Core dataframe transforms;Types & schema,
earthobservations__wetterdienst__3c49cad1be46c9967e9e90b2446f0dcdc7adff10__042,earthobservations/wetterdienst,3c49cad1be46c9967e9e90b2446f0dcdc7adff10,wetterdienst/provider/geosphere/observation/api.py,wetterdienst__provider__geosphere__observation__api.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__geosphere__observation__api.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__geosphere__observation__api.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__geosphere__observation__api.py.patch,Yes,exact_match,complete,IO boundary,IO boundary;Aggregation & joins;Core dataframe transforms;Types & schema,
earthobservations__wetterdienst__3c49cad1be46c9967e9e90b2446f0dcdc7adff10__043,earthobservations/wetterdienst,3c49cad1be46c9967e9e90b2446f0dcdc7adff10,wetterdienst/provider/noaa/ghcn/api.py,wetterdienst__provider__noaa__ghcn__api.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__noaa__ghcn__api.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__noaa__ghcn__api.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__noaa__ghcn__api.py.patch,Yes,exact_match,complete,IO boundary,IO boundary;Aggregation & joins;Core dataframe transforms;Types & schema,
earthobservations__wetterdienst__3c49cad1be46c9967e9e90b2446f0dcdc7adff10__044,earthobservations/wetterdienst,3c49cad1be46c9967e9e90b2446f0dcdc7adff10,wetterdienst/provider/nws/observation/api.py,wetterdienst__provider__nws__observation__api.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__nws__observation__api.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__nws__observation__api.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__nws__observation__api.py.patch,Yes,exact_match,complete,IO boundary,IO boundary;Aggregation & joins;Core dataframe transforms;Types & schema,
earthobservations__wetterdienst__3c49cad1be46c9967e9e90b2446f0dcdc7adff10__045,earthobservations/wetterdienst,3c49cad1be46c9967e9e90b2446f0dcdc7adff10,wetterdienst/provider/wsv/pegel/api.py,wetterdienst__provider__wsv__pegel__api.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__wsv__pegel__api.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__wsv__pegel__api.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__provider__wsv__pegel__api.py.patch,Yes,exact_match,complete,IO boundary,IO boundary;Missing values;Core dataframe transforms;Types & schema,
earthobservations__wetterdienst__3c49cad1be46c9967e9e90b2446f0dcdc7adff10__046,earthobservations/wetterdienst,3c49cad1be46c9967e9e90b2446f0dcdc7adff10,wetterdienst/ui/explorer/app.py,wetterdienst__ui__explorer__app.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__ui__explorer__app.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__ui__explorer__app.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__ui__explorer__app.py.patch,Yes,exact_match,complete,IO boundary,IO boundary;Core dataframe transforms;Types & schema,
earthobservations__wetterdienst__3c49cad1be46c9967e9e90b2446f0dcdc7adff10__047,earthobservations/wetterdienst,3c49cad1be46c9967e9e90b2446f0dcdc7adff10,wetterdienst/ui/explorer/library.py,wetterdienst__ui__explorer__library.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__ui__explorer__library.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__ui__explorer__library.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__ui__explorer__library.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms,
earthobservations__wetterdienst__3c49cad1be46c9967e9e90b2446f0dcdc7adff10__048,earthobservations/wetterdienst,3c49cad1be46c9967e9e90b2446f0dcdc7adff10,wetterdienst/ui/explorer/util.py,wetterdienst__ui__explorer__util.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__ui__explorer__util.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__ui__explorer__util.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__ui__explorer__util.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms,
earthobservations__wetterdienst__3c49cad1be46c9967e9e90b2446f0dcdc7adff10__049,earthobservations/wetterdienst,3c49cad1be46c9967e9e90b2446f0dcdc7adff10,wetterdienst/ui/restapi.py,wetterdienst__ui__restapi.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__ui__restapi.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__ui__restapi.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__ui__restapi.py.patch,Yes,exact_match,complete,Missing values,Missing values;Core dataframe transforms,
earthobservations__wetterdienst__3c49cad1be46c9967e9e90b2446f0dcdc7adff10__050,earthobservations/wetterdienst,3c49cad1be46c9967e9e90b2446f0dcdc7adff10,wetterdienst/util/geo.py,wetterdienst__util__geo.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__util__geo.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__util__geo.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/3c49cad1be46c9967e9e90b2446f0dcdc7adff10/wetterdienst__util__geo.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms,
earthobservations__wetterdienst__cb25a1c5adb6f1e659018b3a11f162a36500ae5f__001,earthobservations/wetterdienst,cb25a1c5adb6f1e659018b3a11f162a36500ae5f,wetterdienst/provider/wsv/pegel/api.py,wetterdienst__provider__wsv__pegel__api.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/cb25a1c5adb6f1e659018b3a11f162a36500ae5f/wetterdienst__provider__wsv__pegel__api.py.before.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/cb25a1c5adb6f1e659018b3a11f162a36500ae5f/wetterdienst__provider__wsv__pegel__api.py.after.py,first_isolated_migrations_artifacts/earthobservations__wetterdienst/cb25a1c5adb6f1e659018b3a11f162a36500ae5f/wetterdienst__provider__wsv__pegel__api.py.patch,Yes,exact_match,complete,IO boundary,IO boundary,
hanjinliu__acryo__e5f9fa838517907d28ee8ec839553326b1fa2f66__001,hanjinliu/acryo,e5f9fa838517907d28ee8ec839553326b1fa2f66,acryo/loader.py,acryo__loader.py,first_isolated_migrations_artifacts/hanjinliu__acryo/e5f9fa838517907d28ee8ec839553326b1fa2f66/acryo__loader.py.before.py,first_isolated_migrations_artifacts/hanjinliu__acryo/e5f9fa838517907d28ee8ec839553326b1fa2f66/acryo__loader.py.after.py,first_isolated_migrations_artifacts/hanjinliu__acryo/e5f9fa838517907d28ee8ec839553326b1fa2f66/acryo__loader.py.patch,Yes,exact_match,complete,Aggregation & joins,Aggregation & joins;Core dataframe transforms,
hanjinliu__acryo__e5f9fa838517907d28ee8ec839553326b1fa2f66__002,hanjinliu/acryo,e5f9fa838517907d28ee8ec839553326b1fa2f66,acryo/molecules.py,acryo__molecules.py,first_isolated_migrations_artifacts/hanjinliu__acryo/e5f9fa838517907d28ee8ec839553326b1fa2f66/acryo__molecules.py.before.py,first_isolated_migrations_artifacts/hanjinliu__acryo/e5f9fa838517907d28ee8ec839553326b1fa2f66/acryo__molecules.py.after.py,first_isolated_migrations_artifacts/hanjinliu__acryo/e5f9fa838517907d28ee8ec839553326b1fa2f66/acryo__molecules.py.patch,Yes,exact_match,complete,IO boundary,IO boundary;Aggregation & joins;Core dataframe transforms,
hanjinliu__acryo__e5f9fa838517907d28ee8ec839553326b1fa2f66__003,hanjinliu/acryo,e5f9fa838517907d28ee8ec839553326b1fa2f66,acryo/simulator.py,acryo__simulator.py,first_isolated_migrations_artifacts/hanjinliu__acryo/e5f9fa838517907d28ee8ec839553326b1fa2f66/acryo__simulator.py.before.py,first_isolated_migrations_artifacts/hanjinliu__acryo/e5f9fa838517907d28ee8ec839553326b1fa2f66/acryo__simulator.py.after.py,first_isolated_migrations_artifacts/hanjinliu__acryo/e5f9fa838517907d28ee8ec839553326b1fa2f66/acryo__simulator.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms,
ihmeuw-msca__OneMod__8cd8fa4e6a3c292a39a9166c6532214990ed6766__001,ihmeuw-msca/OneMod,8cd8fa4e6a3c292a39a9166c6532214990ed6766,src/onemod/stage/base.py,src__onemod__stage__base.py,first_isolated_migrations_artifacts/ihmeuw-msca__OneMod/8cd8fa4e6a3c292a39a9166c6532214990ed6766/src__onemod__stage__base.py.before.py,first_isolated_migrations_artifacts/ihmeuw-msca__OneMod/8cd8fa4e6a3c292a39a9166c6532214990ed6766/src__onemod__stage__base.py.after.py,first_isolated_migrations_artifacts/ihmeuw-msca__OneMod/8cd8fa4e6a3c292a39a9166c6532214990ed6766/src__onemod__stage__base.py.patch,Yes,exact_match,complete,Import/setup-only,Import/setup-only,
ihmeuw-msca__OneMod__8cd8fa4e6a3c292a39a9166c6532214990ed6766__002,ihmeuw-msca/OneMod,8cd8fa4e6a3c292a39a9166c6532214990ed6766,src/onemod/utils/parameters.py,src__onemod__utils__parameters.py,first_isolated_migrations_artifacts/ihmeuw-msca__OneMod/8cd8fa4e6a3c292a39a9166c6532214990ed6766/src__onemod__utils__parameters.py.before.py,first_isolated_migrations_artifacts/ihmeuw-msca__OneMod/8cd8fa4e6a3c292a39a9166c6532214990ed6766/src__onemod__utils__parameters.py.after.py,first_isolated_migrations_artifacts/ihmeuw-msca__OneMod/8cd8fa4e6a3c292a39a9166c6532214990ed6766/src__onemod__utils__parameters.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms,
ihmeuw-msca__OneMod__8cd8fa4e6a3c292a39a9166c6532214990ed6766__003,ihmeuw-msca/OneMod,8cd8fa4e6a3c292a39a9166c6532214990ed6766,tests/unit/datatools/test_io.py,tests__unit__datatools__test_io.py,first_isolated_migrations_artifacts/ihmeuw-msca__OneMod/8cd8fa4e6a3c292a39a9166c6532214990ed6766/tests__unit__datatools__test_io.py.before.py,first_isolated_migrations_artifacts/ihmeuw-msca__OneMod/8cd8fa4e6a3c292a39a9166c6532214990ed6766/tests__unit__datatools__test_io.py.after.py,first_isolated_migrations_artifacts/ihmeuw-msca__OneMod/8cd8fa4e6a3c292a39a9166c6532214990ed6766/tests__unit__datatools__test_io.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms,
joel-beck__readnext__8017f91b39eb08a8ced4dbaf15e342e31953141c__001,joel-beck/readnext,8017f91b39eb08a8ced4dbaf15e342e31953141c,readnext/evaluation/metrics/evaluation_metric.py,readnext__evaluation__metrics__evaluation_metric.py,first_isolated_migrations_artifacts/joel-beck__readnext/8017f91b39eb08a8ced4dbaf15e342e31953141c/readnext__evaluation__metrics__evaluation_metric.py.before.py,first_isolated_migrations_artifacts/joel-beck__readnext/8017f91b39eb08a8ced4dbaf15e342e31953141c/readnext__evaluation__metrics__evaluation_metric.py.after.py,first_isolated_migrations_artifacts/joel-beck__readnext/8017f91b39eb08a8ced4dbaf15e342e31953141c/readnext__evaluation__metrics__evaluation_metric.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms,
joel-beck__readnext__8017f91b39eb08a8ced4dbaf15e342e31953141c__002,joel-beck/readnext,8017f91b39eb08a8ced4dbaf15e342e31953141c,readnext/evaluation/metrics/pairwise_metric.py,readnext__evaluation__metrics__pairwise_metric.py,first_isolated_migrations_artifacts/joel-beck__readnext/8017f91b39eb08a8ced4dbaf15e342e31953141c/readnext__evaluation__metrics__pairwise_metric.py.before.py,first_isolated_migrations_artifacts/joel-beck__readnext/8017f91b39eb08a8ced4dbaf15e342e31953141c/readnext__evaluation__metrics__pairwise_metric.py.after.py,first_isolated_migrations_artifacts/joel-beck__readnext/8017f91b39eb08a8ced4dbaf15e342e31953141c/readnext__evaluation__metrics__pairwise_metric.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms,
joel-beck__readnext__8017f91b39eb08a8ced4dbaf15e342e31953141c__003,joel-beck/readnext,8017f91b39eb08a8ced4dbaf15e342e31953141c,readnext/evaluation/scoring/hybrid_score.py,readnext__evaluation__scoring__hybrid_score.py,first_isolated_migrations_artifacts/joel-beck__readnext/8017f91b39eb08a8ced4dbaf15e342e31953141c/readnext__evaluation__scoring__hybrid_score.py.before.py,first_isolated_migrations_artifacts/joel-beck__readnext/8017f91b39eb08a8ced4dbaf15e342e31953141c/readnext__evaluation__scoring__hybrid_score.py.after.py,first_isolated_migrations_artifacts/joel-beck__readnext/8017f91b39eb08a8ced4dbaf15e342e31953141c/readnext__evaluation__scoring__hybrid_score.py.patch,Yes,exact_match,complete,Aggregation & joins,Aggregation & joins;Core dataframe transforms,
joel-beck__readnext__8017f91b39eb08a8ced4dbaf15e342e31953141c__004,joel-beck/readnext,8017f91b39eb08a8ced4dbaf15e342e31953141c,readnext/evaluation/scoring/hybrid_scorer.py,readnext__evaluation__scoring__hybrid_scorer.py,first_isolated_migrations_artifacts/joel-beck__readnext/8017f91b39eb08a8ced4dbaf15e342e31953141c/readnext__evaluation__scoring__hybrid_scorer.py.before.py,first_isolated_migrations_artifacts/joel-beck__readnext/8017f91b39eb08a8ced4dbaf15e342e31953141c/readnext__evaluation__scoring__hybrid_scorer.py.after.py,first_isolated_migrations_artifacts/joel-beck__readnext/8017f91b39eb08a8ced4dbaf15e342e31953141c/readnext__evaluation__scoring__hybrid_scorer.py.patch,Yes,exact_match,complete,Core dataframe transforms,Core dataframe transforms;Index & pandas-specific semantics,
joel-beck__readnext__8017f91b39eb08a8ced4dbaf15e342e31953141c__005,joel-beck/readnext,8017f91b39eb08a8ced4dbaf15e342e31953141c,readnext/evaluation/scoring/model_scorer.py,readnext__evaluation__scoring__model_scorer.py,first_isolated_migrations_artifacts/joel-beck__readnext/8017f91b39eb08a8ced4dbaf15e342e31953141c/readnext__evaluation__scoring__model_scorer.py.before.py,first_isolated_migrations_artifacts/joel-beck__readnext/8017f91b39eb08a8ced4dbaf15e342e31953141c/readnext__evaluation__scoring__model_scorer.py.after.py,first_isolated_migrations_artifacts/joel-beck__readnext/8017f91b39eb08a8ced4dbaf15e342e31953141c/readnext__evaluation__scoring__model_scorer.py.patch,Yes,exact_match,complete,Aggregation & joins,Aggregation & joins;Core dataframe transforms,
