snippet_id,exclude_label,parse_success,gold_api_count,detected_api_count,tp_count,fp_count,fn_count,precision,recall,f1,exact_match,match_status,gold_detected_pandas_apis,latest_ast_detected_pandas_apis,true_positives,false_positives,false_negatives,unknown_methods
3c49cad1_geosphere_collect,,True,11,10,9,1,2,0.9,0.818182,0.857143,no,partial,"pandas.DataFrame
pandas.DataFrame.explode
pandas.DataFrame.pop
pandas.Series
pandas.Series.apply
pandas.Series.astype
pandas.Series.explode
pandas.Series.map
pandas.Series.repeat
pandas.Series.values
pandas.to_datetime","pandas.DataFrame
pandas.DataFrame.explode
pandas.DataFrame.pop
pandas.DataFrame.values
pandas.Series
pandas.Series.apply
pandas.Series.astype
pandas.Series.map
pandas.Series.repeat
pandas.to_datetime","pandas.DataFrame
pandas.DataFrame.explode
pandas.DataFrame.pop
pandas.Series
pandas.Series.apply
pandas.Series.astype
pandas.Series.map
pandas.Series.repeat
pandas.to_datetime",pandas.DataFrame.values,"pandas.Series.explode
pandas.Series.values",
cb25a1c5_wsv_pegel,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.read_json,pandas.read_json,pandas.read_json,,,lazy
a52cebfe_es_update_pivot_join,,False,2,0,0,0,2,0.0,0.0,0.0,no,false-negative only,"pandas.DataFrame.merge
pandas.Series.values",,,,"pandas.DataFrame.merge
pandas.Series.values",
a52cebfe_common_get_observations,,True,0,2,0,2,0,0.0,0.0,0.0,no,false-positive only,,"pandas.DataFrame.items
pandas.Series.values",,"pandas.DataFrame.items
pandas.Series.values",,flatten
a52cebfe_rft_concat_write,,True,6,6,5,1,1,0.833333,0.833333,0.833333,no,partial,"pandas.DataFrame.any
pandas.DataFrame.iloc
pandas.DataFrame.loc
pandas.DataFrame.set_index
pandas.DataFrame.to_csv
pandas.concat","pandas.DataFrame.iloc
pandas.DataFrame.loc
pandas.DataFrame.set_index
pandas.DataFrame.to_csv
pandas.Series.any
pandas.concat","pandas.DataFrame.iloc
pandas.DataFrame.loc
pandas.DataFrame.set_index
pandas.DataFrame.to_csv
pandas.concat",pandas.Series.any,pandas.DataFrame.any,
a52cebfe_rft_obs_join,,True,2,3,2,1,0,0.666667,1.0,0.8,no,partial,"pandas.DataFrame
pandas.concat","pandas.DataFrame
pandas.Series.values
pandas.concat","pandas.DataFrame
pandas.concat",pandas.Series.values,,append
e8fa7691_design_matrix_model,,True,6,5,3,2,3,0.6,0.5,0.545455,no,partial,"pandas.DataFrame.at
pandas.DataFrame.columns
pandas.DataFrame.index
pandas.DataFrame.iterrows
pandas.Index.astype
pandas.Index.to_list","pandas.DataFrame.astype
pandas.DataFrame.columns
pandas.DataFrame.index
pandas.DataFrame.iterrows
pandas.Series.to_list","pandas.DataFrame.columns
pandas.DataFrame.index
pandas.DataFrame.iterrows","pandas.DataFrame.astype
pandas.Series.to_list","pandas.DataFrame.at
pandas.Index.astype
pandas.Index.to_list",
acryo_loader_corr_max_with_columns_migration,,True,2,2,2,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame
pandas.concat","pandas.DataFrame
pandas.concat","pandas.DataFrame
pandas.concat",,,
acryo_loader_get_features_migration,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame,pandas.DataFrame,pandas.DataFrame,,,
acryo_loader_scores_with_columns_migration,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame.copy,pandas.DataFrame.copy,pandas.DataFrame.copy,,,
acryo_loader_update_features_migration,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame,pandas.DataFrame,pandas.DataFrame,,,
acryo_molecules_concat_migration,,True,2,2,2,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame
pandas.concat","pandas.DataFrame
pandas.concat","pandas.DataFrame
pandas.concat",,,
acryo_molecules_from_csv_migration,,True,4,4,4,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame
pandas.DataFrame.columns
pandas.DataFrame.iloc
pandas.read_csv","pandas.DataFrame
pandas.DataFrame.columns
pandas.DataFrame.iloc
pandas.read_csv","pandas.DataFrame
pandas.DataFrame.columns
pandas.DataFrame.iloc
pandas.read_csv",,,
acryo_molecules_rotation_copy_migration,,True,1,0,0,0,1,0.0,0.0,0.0,no,false-negative only,pandas.DataFrame.copy,,,,pandas.DataFrame.copy,
acryo_molecules_subset_migration,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame.iloc,pandas.DataFrame.iloc,pandas.DataFrame.iloc,,,
acryo_molecules_to_csv_migration,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame.to_csv,pandas.DataFrame.to_csv,pandas.DataFrame.to_csv,,,
acryo_molecules_to_dataframe_migration,,True,2,2,2,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame
pandas.concat","pandas.DataFrame
pandas.concat","pandas.DataFrame
pandas.concat",,,
src_onemod_utils_parameters_create_params_migration,,True,2,2,2,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame
pandas.DataFrame.index","pandas.DataFrame
pandas.DataFrame.index","pandas.DataFrame
pandas.DataFrame.index",,,
src_onemod_utils_parameters_get_params_migration,,True,5,3,3,0,2,1.0,0.6,0.75,no,partial,"pandas.DataFrame
pandas.DataFrame.drop
pandas.DataFrame.items
pandas.DataFrame.query
pandas.Series.item","pandas.DataFrame.drop
pandas.DataFrame.items
pandas.DataFrame.query","pandas.DataFrame.drop
pandas.DataFrame.items
pandas.DataFrame.query",,"pandas.DataFrame
pandas.Series.item",
8017f91b_hybrid_score_concat,,True,2,2,2,0,0,1.0,1.0,1.0,yes,exact,"pandas.Series.to_frame
pandas.concat","pandas.Series.to_frame
pandas.concat","pandas.Series.to_frame
pandas.concat",,,
8017f91b_precompute_cross_join,,True,4,4,4,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame
pandas.DataFrame.assign
pandas.DataFrame.index
pandas.DataFrame.set_index","pandas.DataFrame
pandas.DataFrame.assign
pandas.DataFrame.index
pandas.DataFrame.set_index","pandas.DataFrame
pandas.DataFrame.assign
pandas.DataFrame.index
pandas.DataFrame.set_index",,,progress_apply
8017f91b_embedder_frame,,True,3,3,3,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame.rename_axis
pandas.Series
pandas.Series.to_frame","pandas.DataFrame.rename_axis
pandas.Series
pandas.Series.to_frame","pandas.DataFrame.rename_axis
pandas.Series
pandas.Series.to_frame",,,
8017f91b_eval_hybrid_concat_sort,,False,4,0,0,0,4,0.0,0.0,0.0,no,false-negative only,"pandas.DataFrame.drop_duplicates
pandas.DataFrame.reset_index
pandas.DataFrame.sort_values
pandas.concat",,,,"pandas.DataFrame.drop_duplicates
pandas.DataFrame.reset_index
pandas.DataFrame.sort_values
pandas.concat",
8017f91b_eval_hybrid_load,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame,pandas.DataFrame,pandas.DataFrame,,,
8017f91b_io_parquet,,True,3,3,3,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame
pandas.DataFrame.to_pickle
pandas.read_pickle","pandas.DataFrame
pandas.DataFrame.to_pickle
pandas.read_pickle","pandas.DataFrame
pandas.DataFrame.to_pickle
pandas.read_pickle",,,
8c71f3c7_citation_models_fillna,,True,2,2,2,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame.assign
pandas.Series.fillna","pandas.DataFrame.assign
pandas.Series.fillna","pandas.DataFrame.assign
pandas.Series.fillna",,,
8c71f3c7_citation_models_rank,,True,2,2,2,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame.assign
pandas.Series.rank","pandas.DataFrame.assign
pandas.Series.rank","pandas.DataFrame.assign
pandas.Series.rank",,,
8c71f3c7_pairwise_loc_colname,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame.loc,pandas.DataFrame.loc,pandas.DataFrame.loc,,,
8c71f3c7_pairwise_loc_item,,True,2,2,2,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame.loc
pandas.Series.item","pandas.DataFrame.loc
pandas.Series.item","pandas.DataFrame.loc
pandas.Series.item",,,
readnext_hybrid_score_compare_scores_migration,,True,3,3,3,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame
pandas.Series.to_frame
pandas.concat","pandas.DataFrame
pandas.Series.to_frame
pandas.concat","pandas.DataFrame
pandas.Series.to_frame
pandas.concat",,,
readnext_hybrid_score_to_frame_migration,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame,pandas.DataFrame,pandas.DataFrame,,,
8c71f3c7_hybrid_scorer_citation_index,,False,2,0,0,0,2,0.0,0.0,0.0,no,false-negative only,"pandas.DataFrame.index
pandas.Index",,,,"pandas.DataFrame.index
pandas.Index",
8c71f3c7_hybrid_scorer_language_index,,False,2,0,0,0,2,0.0,0.0,0.0,no,false-negative only,"pandas.Index
pandas.Series.index",,,,"pandas.Index
pandas.Series.index",
8c71f3c7_precompute_df_construct,,True,2,2,2,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame
pandas.DataFrame.index","pandas.DataFrame
pandas.DataFrame.index","pandas.DataFrame
pandas.DataFrame.index",,,
8c71f3c7_attr_getter_unseen_frame,,True,2,2,2,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame
pandas.DataFrame.rename_axis","pandas.DataFrame
pandas.DataFrame.rename_axis","pandas.DataFrame
pandas.DataFrame.rename_axis",,,
8c71f3c7_attr_getter_unseen_iter,incomplete_snippet,False,0,0,0,0,0,1.0,1.0,1.0,yes,exact,,,,,,
8c71f3c7_input_converter_index,,False,3,0,0,0,3,0.0,0.0,0.0,no,false-negative only,"pandas.DataFrame.index
pandas.DataFrame.loc
pandas.Index.item",,,,"pandas.DataFrame.index
pandas.DataFrame.loc
pandas.Index.item",
8c71f3c7_input_converter_loc,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame.loc,pandas.DataFrame.loc,pandas.DataFrame.loc,,,
8c71f3c7_document_info_tolist,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.Series.to_list,pandas.Series.to_list,pandas.Series.to_list,,,
8c71f3c7_embedder_frame,,True,3,3,3,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame.rename_axis
pandas.Series
pandas.Series.to_frame","pandas.DataFrame.rename_axis
pandas.Series
pandas.Series.to_frame","pandas.DataFrame.rename_axis
pandas.Series
pandas.Series.to_frame",,,
8c71f3c7_model_choice_load,,True,0,0,0,0,0,1.0,1.0,1.0,yes,exact,,,,,,
8c71f3c7_s4_combine_load_concat_write,,False,1,0,0,0,1,0.0,0.0,0.0,no,false-negative only,pandas.concat,,,,pandas.concat,
8c71f3c7_s8_combine_load_concat_write,,False,0,0,0,0,0,1.0,1.0,1.0,yes,exact,,,,,,
8c71f3c7_hybrid_score_concat,,True,1,2,1,1,0,0.5,1.0,0.666667,no,partial,pandas.concat,"pandas.Series.to_frame
pandas.concat",pandas.concat,pandas.Series.to_frame,,
medmodels_classic_distance_covariates_select_migration,,True,2,3,1,2,1,0.333333,0.5,0.4,no,partial,"pandas.DataFrame.columns
pandas.DataFrame.to_numpy","pandas.DataFrame.astype
pandas.DataFrame.columns
pandas.Series.to_numpy",pandas.DataFrame.columns,"pandas.DataFrame.astype
pandas.Series.to_numpy",pandas.DataFrame.to_numpy,
medmodels_classic_distance_match_migration,,True,7,12,7,5,0,0.583333,1.0,0.736842,no,partial,"pandas.DataFrame
pandas.DataFrame.astype
pandas.DataFrame.copy
pandas.DataFrame.empty
pandas.DataFrame.reset_index
pandas.DataFrame.transpose
pandas.concat","pandas.DataFrame
pandas.DataFrame.astype
pandas.DataFrame.columns
pandas.DataFrame.copy
pandas.DataFrame.empty
pandas.DataFrame.reset_index
pandas.DataFrame.to_numpy
pandas.DataFrame.transpose
pandas.Index
pandas.Series.T
pandas.Series.to_numpy
pandas.concat","pandas.DataFrame
pandas.DataFrame.astype
pandas.DataFrame.copy
pandas.DataFrame.empty
pandas.DataFrame.reset_index
pandas.DataFrame.transpose
pandas.concat","pandas.DataFrame.columns
pandas.DataFrame.to_numpy
pandas.Index
pandas.Series.T
pandas.Series.to_numpy",,inv
medmodels_propensity_score_prop_score_migration,,True,2,2,0,2,2,0.0,0.0,0.0,no,disjoint,"pandas.DataFrame.pop
pandas.DataFrame.to_numpy","pandas.DataFrame.astype
pandas.Series.to_numpy",,"pandas.DataFrame.astype
pandas.Series.to_numpy","pandas.DataFrame.pop
pandas.DataFrame.to_numpy",
medmodels_propensity_score_signature_migration,incomplete_snippet,True,2,2,2,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame
pandas.Index","pandas.DataFrame
pandas.Index","pandas.DataFrame
pandas.Index",,,
medmodels_medrecord_process_edges_dataframe_migration,,True,4,4,3,1,1,0.75,0.75,0.75,no,partial,"pandas.DataFrame
pandas.DataFrame.index
pandas.MultiIndex
pandas.MultiIndex.names","pandas.DataFrame
pandas.DataFrame.index
pandas.Index.names
pandas.MultiIndex","pandas.DataFrame
pandas.DataFrame.index
pandas.MultiIndex",pandas.Index.names,pandas.MultiIndex.names,
medmodels_medrecord_process_nodes_dataframe_migration,,True,2,4,2,2,0,0.5,1.0,0.666667,no,partial,"pandas.DataFrame.index
pandas.Index.name","pandas.DataFrame
pandas.DataFrame.index
pandas.Index
pandas.Index.name","pandas.DataFrame.index
pandas.Index.name","pandas.DataFrame
pandas.Index",,
marimo_chdb_cursor_rows,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame,pandas.DataFrame,pandas.DataFrame,,,"column_names
fetchall"
142b5bcb_tools_relocate,,True,3,3,2,1,1,0.666667,0.666667,0.666667,no,partial,"pandas.DataFrame
pandas.DataFrame.columns
pandas.Index.isin","pandas.DataFrame
pandas.DataFrame.columns
pandas.DataFrame.index","pandas.DataFrame
pandas.DataFrame.columns",pandas.DataFrame.index,pandas.Index.isin,
16645382_exp_stats_col_assign,,True,0,0,0,0,0,1.0,1.0,1.0,yes,exact,,,,,,
16645382_exp_stats_rename,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame.rename,pandas.DataFrame.rename,pandas.DataFrame.rename,,,
287a28d8_col_ends_with,,True,2,1,1,0,1,1.0,0.5,0.666667,no,partial,"pandas.DataFrame.columns
pandas.Index.str.endswith",pandas.DataFrame.columns,pandas.DataFrame.columns,,pandas.Index.str.endswith,
287a28d8_col_matches,,True,2,1,1,0,1,1.0,0.5,0.666667,no,partial,"pandas.DataFrame.columns
pandas.Index.str.contains",pandas.DataFrame.columns,pandas.DataFrame.columns,,pandas.Index.str.contains,
287a28d8_col_starts_with,,True,3,2,2,0,1,1.0,0.666667,0.8,no,partial,"pandas.DataFrame
pandas.DataFrame.columns
pandas.Index.str.startswith","pandas.DataFrame
pandas.DataFrame.columns","pandas.DataFrame
pandas.DataFrame.columns",,pandas.Index.str.startswith,
325e7c2b_dates_pol_interval,,True,2,2,1,1,1,0.5,0.5,0.5,no,partial,"pandas.DataFrame
pandas.Series.dt.days","pandas.DataFrame
pandas.Series",pandas.DataFrame,pandas.Series,pandas.Series.dt.days,
4bb33aa8_trx_stats_isin,,False,3,0,0,0,3,0.0,0.0,0.0,no,false-negative only,"pandas.DataFrame.columns
pandas.Series
pandas.Series.isin",,,,"pandas.DataFrame.columns
pandas.Series
pandas.Series.isin",
6f1c2684_datasets_read_csv,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.read_csv,pandas.read_csv,pandas.read_csv,,,
8bb7bc3a_expose_isin,,False,0,0,0,0,0,1.0,1.0,1.0,yes,exact,,,,,,
a39f4527_expose_trx_join_filter,,False,2,0,0,0,2,0.0,0.0,0.0,no,false-negative only,"pandas.DataFrame.merge
pandas.DataFrame.query",,,,"pandas.DataFrame.merge
pandas.DataFrame.query",
a39f4527_expose_trx_left_join_fill,,True,5,4,4,0,1,1.0,0.8,0.888889,no,partial,"pandas.DataFrame.apply
pandas.DataFrame.columns
pandas.DataFrame.loc
pandas.DataFrame.merge
pandas.Series.fillna","pandas.DataFrame.apply
pandas.DataFrame.columns
pandas.DataFrame.loc
pandas.DataFrame.merge","pandas.DataFrame.apply
pandas.DataFrame.columns
pandas.DataFrame.loc
pandas.DataFrame.merge",,pandas.Series.fillna,
a39f4527_expose_trx_pivot,,False,4,0,0,0,4,0.0,0.0,0.0,no,false-negative only,"pandas.DataFrame.columns
pandas.DataFrame.pivot_table
pandas.DataFrame.reset_index
pandas.MultiIndex.to_flat_index",,,,"pandas.DataFrame.columns
pandas.DataFrame.pivot_table
pandas.DataFrame.reset_index
pandas.MultiIndex.to_flat_index",
a39f4527_expose_trx_unique,,True,10,8,8,0,2,1.0,0.8,0.888889,no,partial,"pandas.DataFrame.apply
pandas.DataFrame.columns
pandas.DataFrame.loc
pandas.DataFrame.merge
pandas.DataFrame.pivot_table
pandas.DataFrame.query
pandas.DataFrame.reset_index
pandas.MultiIndex.to_flat_index
pandas.Series.fillna
pandas.unique","pandas.DataFrame.apply
pandas.DataFrame.columns
pandas.DataFrame.loc
pandas.DataFrame.merge
pandas.DataFrame.pivot_table
pandas.DataFrame.query
pandas.DataFrame.reset_index
pandas.unique","pandas.DataFrame.apply
pandas.DataFrame.columns
pandas.DataFrame.loc
pandas.DataFrame.merge
pandas.DataFrame.pivot_table
pandas.DataFrame.query
pandas.DataFrame.reset_index
pandas.unique",,"pandas.MultiIndex.to_flat_index
pandas.Series.fillna",to_flat_index
bbe5d7e5_create_data_frame,,True,3,3,3,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame
pandas.Series
pandas.to_datetime","pandas.DataFrame
pandas.Series
pandas.to_datetime","pandas.DataFrame
pandas.Series
pandas.to_datetime",,,
bbe5d7e5_datasets_read_csv,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.read_csv,pandas.read_csv,pandas.read_csv,,,
db5fc12b_expose_date_str,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.to_datetime,pandas.to_datetime,pandas.to_datetime,,,
db5fc12b_expose_rename,,True,2,2,2,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame.columns
pandas.DataFrame.rename","pandas.DataFrame.columns
pandas.DataFrame.rename","pandas.DataFrame.columns
pandas.DataFrame.rename",,,
mexca_data_delete_filename_time_col_migration,,True,2,2,2,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame
pandas.DataFrame.columns","pandas.DataFrame
pandas.DataFrame.columns","pandas.DataFrame
pandas.DataFrame.columns",,,
mexca_data_merge_audio_text_features_migration,,True,2,2,2,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame
pandas.DataFrame.merge","pandas.DataFrame
pandas.DataFrame.merge","pandas.DataFrame
pandas.DataFrame.merge",,,
mexca_data_merge_features_migration,unsuitable,True,3,3,3,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame
pandas.DataFrame.insert
pandas.merge","pandas.DataFrame
pandas.DataFrame.insert
pandas.merge","pandas.DataFrame
pandas.DataFrame.insert
pandas.merge",,,
mexca_data_merge_video_annotation_migration,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame,pandas.DataFrame,pandas.DataFrame,,,model_dump
mexca_data_merge_voice_features_migration,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame,pandas.DataFrame,pandas.DataFrame,,,model_dump
pheval_gene_identifier_map,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame.iterrows,pandas.DataFrame.iterrows,pandas.DataFrame.iterrows,,,
pheval_parse_hgnc_data,,True,1,2,1,1,0,0.5,1.0,0.666667,no,partial,pandas.read_csv,"pandas.DataFrame.replace
pandas.read_csv",pandas.read_csv,pandas.DataFrame.replace,,dirname
mpds_get_dataframe,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame,pandas.DataFrame,pandas.DataFrame,,,
73a39d90_experiment_df_construct,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame,pandas.DataFrame,pandas.DataFrame,,,
73a39d90_metrics_bootstrap_filter,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.Series.to_numpy,pandas.Series.to_numpy,pandas.Series.to_numpy,,,
73a39d90_metrics_groupby_agg,,True,5,5,5,0,0,1.0,1.0,1.0,yes,exact,"SeriesGroupBy.agg
pandas.DataFrame.astype
pandas.DataFrame.groupby
pandas.DataFrame.loc
pandas.DataFrame.rename","SeriesGroupBy.agg
pandas.DataFrame.astype
pandas.DataFrame.groupby
pandas.DataFrame.loc
pandas.DataFrame.rename","SeriesGroupBy.agg
pandas.DataFrame.astype
pandas.DataFrame.groupby
pandas.DataFrame.loc
pandas.DataFrame.rename",,,
73a39d90_metrics_groupby_partition,,True,6,2,2,0,4,1.0,0.333333,0.5,no,partial,"pandas.DataFrame
pandas.DataFrame.groupby
pandas.Series.mean
pandas.Series.median
pandas.Series.quantile
pandas.Series.std","pandas.DataFrame
pandas.DataFrame.groupby","pandas.DataFrame
pandas.DataFrame.groupby",,"pandas.Series.mean
pandas.Series.median
pandas.Series.quantile
pandas.Series.std",
73a39d90_run_concat_write,,True,2,2,2,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame.to_csv
pandas.concat","pandas.DataFrame.to_csv
pandas.concat","pandas.DataFrame.to_csv
pandas.concat",,,
73a39d90_run_dataframe_write,,True,2,2,2,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame
pandas.DataFrame.to_csv","pandas.DataFrame
pandas.DataFrame.to_csv","pandas.DataFrame
pandas.DataFrame.to_csv",,,
ultralytics_trainer_read_csv,,True,2,2,2,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame.to_dict
pandas.read_csv","pandas.DataFrame.to_dict
pandas.read_csv","pandas.DataFrame.to_dict
pandas.read_csv",,,
ultralytics_benchmarks_dataframe,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame,pandas.DataFrame,pandas.DataFrame,,,
ultralytics_benchmarks_metrics,,True,2,4,2,2,0,0.5,1.0,0.666667,no,partial,"pandas.Series.array
pandas.notna","pandas.DataFrame
pandas.DataFrame.fillna
pandas.Series.array
pandas.notna","pandas.Series.array
pandas.notna","pandas.DataFrame
pandas.DataFrame.fillna",,
ultralytics_wb_custom_table,,True,2,2,2,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame
pandas.DataFrame.round","pandas.DataFrame
pandas.DataFrame.round","pandas.DataFrame
pandas.DataFrame.round",,,
portfolio_stock_to_dict,unsuitable,False,0,0,0,0,0,1.0,1.0,1.0,yes,exact,,,,,,
portfolio_momentum_roc,,True,0,0,0,0,0,1.0,1.0,1.0,yes,exact,,,,,,roc
portfolio_momentum_rsi,,True,0,0,0,0,0,1.0,1.0,1.0,yes,exact,,,,,,rsi
portfolio_momentum_stoch_osc,,True,0,0,0,0,0,1.0,1.0,1.0,yes,exact,,,,,,
portfolio_momentum_stoch_rsi,,True,0,0,0,0,0,1.0,1.0,1.0,yes,exact,,,,,,
visivo_sqlalchemy_read_sql,,True,1,2,1,1,0,0.5,1.0,0.666667,no,partial,pandas.DataFrame,"pandas.DataFrame
pandas.DataFrame.keys",pandas.DataFrame,pandas.DataFrame.keys,,"close
fetchall"
img2table_cells_adjacent_redundant_migration,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame.max,pandas.DataFrame.max,pandas.DataFrame.max,,,
img2table_cells_clone_rename_migration,,True,2,1,1,0,1,1.0,0.5,0.666667,no,partial,"pandas.DataFrame.columns
pandas.DataFrame.copy",pandas.DataFrame.columns,pandas.DataFrame.columns,,pandas.DataFrame.copy,
img2table_cells_contained_migration,,True,0,0,0,0,0,1.0,1.0,1.0,yes,exact,,,,,,
img2table_cells_cross_join_filter_migration,,True,2,1,1,0,1,1.0,0.5,0.666667,no,partial,"pandas.DataFrame.merge
pandas.DataFrame.reset_index",pandas.DataFrame.merge,pandas.DataFrame.merge,,pandas.DataFrame.reset_index,
img2table_cells_intersection_area_migration,,False,0,0,0,0,0,1.0,1.0,1.0,yes,exact,,,,,,
img2table_cells_overlap_diff_migration,,True,3,3,3,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame.min
pandas.Series.abs
pandas.concat","pandas.DataFrame.min
pandas.Series.abs
pandas.concat","pandas.DataFrame.min
pandas.Series.abs
pandas.concat",,,
img2table_cells_redundant_removal_migration,,True,3,4,3,1,0,0.75,1.0,0.857143,no,partial,"pandas.DataFrame.drop
pandas.Series.drop_duplicates
pandas.Series.values","pandas.DataFrame.drop
pandas.Series.drop_duplicates
pandas.Series.to_list
pandas.Series.values","pandas.DataFrame.drop
pandas.Series.drop_duplicates
pandas.Series.values",pandas.Series.to_list,,
img2table_cells_vertical_deduplication_migration,,True,3,3,3,0,0,1.0,1.0,1.0,yes,exact,"DataFrameGroupBy.cumcount
pandas.DataFrame.groupby
pandas.DataFrame.sort_values","DataFrameGroupBy.cumcount
pandas.DataFrame.groupby
pandas.DataFrame.sort_values","DataFrameGroupBy.cumcount
pandas.DataFrame.groupby
pandas.DataFrame.sort_values",,,
img2table_cells_width_height_area_migration,,True,0,0,0,0,0,1.0,1.0,1.0,yes,exact,,,,,,
img2table_lines_cross_join_migration,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame.merge,pandas.DataFrame.merge,pandas.DataFrame.merge,,,
img2table_lines_df_lines_creation_migration,,True,4,4,4,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame
pandas.DataFrame.columns
pandas.DataFrame.max
pandas.concat","pandas.DataFrame
pandas.DataFrame.columns
pandas.DataFrame.max
pandas.concat","pandas.DataFrame
pandas.DataFrame.columns
pandas.DataFrame.max
pandas.concat",,,
img2table_lines_filter_words_migration,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.Series.isna,pandas.Series.isna,pandas.Series.isna,,,
img2table_lines_groupby_sum_migration,,True,3,3,3,0,0,1.0,1.0,1.0,yes,exact,"DataFrameGroupBy.agg
pandas.DataFrame.groupby
pandas.DataFrame.reset_index","DataFrameGroupBy.agg
pandas.DataFrame.groupby
pandas.DataFrame.reset_index","DataFrameGroupBy.agg
pandas.DataFrame.groupby
pandas.DataFrame.reset_index",,,
img2table_lines_intersection_assignment_migration,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.Series.astype,pandas.Series.astype,pandas.Series.astype,,,
img2table_lines_intersection_formula_migration,,True,4,4,4,0,0,1.0,1.0,1.0,yes,exact,"pandas.DataFrame.max
pandas.DataFrame.min
pandas.Series.astype
pandas.Series.clip","pandas.DataFrame.max
pandas.DataFrame.min
pandas.Series.astype
pandas.Series.clip","pandas.DataFrame.max
pandas.DataFrame.min
pandas.Series.astype
pandas.Series.clip",,,
img2table_lines_intersection_lines_filter_migration,,True,1,2,1,1,0,0.5,1.0,0.666667,no,partial,pandas.Series.values,"pandas.Series.to_list
pandas.Series.values",pandas.Series.values,pandas.Series.to_list,,
img2table_aws_textract_concat_lazy_migration,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.concat,pandas.concat,pandas.concat,,,
img2table_aws_textract_list_dfs_migration,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.DataFrame,pandas.DataFrame,pandas.DataFrame,,,
azure_ocr_concat_lazy,,True,1,1,1,0,0,1.0,1.0,1.0,yes,exact,pandas.concat,pandas.concat,pandas.concat,,,
