batch,snippet_id,func_name,l1_raw,l2_raw,l3_raw,notebook_match,generated_code_match,function_match,output_match,fixture_match,result_alignment,oracle_valid,primary_layer,primary_category,cascade,evaluation_induced,evidence,review_status
4,a39f4527_expose_trx_unique,expose_trx_unique,pass,fail,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,L2,return-type mismatch,none,no,Oracle returns a list-like unique-value contract whereas the generated implementation returns a DataFrame; edge check passes.,genuine migration failure
4,bbe5d7e5_create_data_frame,create_data_frame,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
4,bbe5d7e5_datasets_read_csv,datasets_read_csv,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,73a39d90_experiment_df_construct,experiment_df_construct,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,73a39d90_metrics_bootstrap_filter,metrics_bootstrap_filter,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,73a39d90_metrics_groupby_agg,metrics_groupby_agg,pass,pass,pass,yes,yes,yes,yes,yes,raw summary contaminated by sibling output,yes,L1,invalid target API usage,L2 and L3 cascade,result-extraction issue,Target cell actually fails because pl.all().cast(Float64) also attempts to cast the string condition column; the oracle succeeds.,genuine migration failure; raw summary needs correction
5,73a39d90_metrics_groupby_partition,metrics_groupby_partition,pass,fail,unknown,yes,yes,yes,yes,yes,L3 printed with L2 marker,yes,L2,value and dtype mismatch,L3 independently reproduces mismatch,result-labeling issue,Generated group keys are list[str] values while the oracle condition column contains scalar strings; the single-metric edge case has the same mismatch.,genuine migration failure; L3 marker needs correction
5,73a39d90_run_concat_write,run_concat_write,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,73a39d90_run_dataframe_write,run_dataframe_write,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,db5fc12b_expose_date_str,expose_date_str,fail,fail,fail,yes,yes,yes,yes,yes,aligned to primary function,yes,L1,incomplete runnable code,L2 and valid-date L3 cascade,no,Generated function drops both input parameters and returns only one value; normal and valid-date calls fail while the oracle succeeds.,genuine migration failure
5,db5fc12b_expose_rename,expose_rename,pass,pass,unknown,yes,yes,yes,yes,yes,L3 checks printed with L2 markers,yes,none,none,none,result-labeling issue,All three target-specific edge comparisons pass but are emitted as L2 rather than L3.,migration passed; L3 markers need correction
5,efc0581f_azure_concat_lazy,azure_concat_lazy,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_azure_from_dicts,azure_from_dicts,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_data_assign_bbox,data_assign_bbox,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_data_filter_page,data_filter_page,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_data_groupby_agg_text,data_groupby_agg_text,fail,fail,pass,yes,yes,yes,yes,yes,raw L3 taken from sibling output,yes,L1,invalid target API usage,L2 and L3 cascade,result-extraction issue,Target cell fails at every layer because Python aggregation function objects are inserted where Polars expects string data; the oracle succeeds.,genuine migration failure; raw L3 needs correction
5,efc0581f_data_merge_cross,data_merge_cross,fail,fail,fail,yes,yes,yes,yes,yes,aligned to target cell,no,evaluation,evaluation-induced oracle error,not attributable,oracle mismatch,The pandas oracle is replaced by an unfixable-syntax stub and raises NotImplementedError; generated execution also errors but equivalence cannot be validly assessed.,excluded evaluation-induced case
5,efc0581f_dedup_nested_cross_join,dedup_nested_cross_join,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_dedup_redundant_filter,dedup_redundant_filter,pass,pass,unknown,yes,yes,yes,yes,yes,L3 checks printed with L2 markers,yes,none,none,none,result-labeling issue,Both target-specific edge comparisons pass but are emitted with L2 markers.,migration passed; L3 markers need correction
5,efc0581f_dedup_vertical_sort_cumcount,dedup_vertical_sort_cumcount,pass,fail,unknown,yes,yes,yes,yes,yes,raw summary contaminated and L3 mislabeled,yes,none,none,none,result-extraction and labeling issue,Target cell shows standard equivalence and both edge comparisons passing; its edge messages use L2 markers.,migration passed; raw summary and L3 markers need correction
5,efc0581f_ident_explode_cells,ident_explode_cells,fail,fail,fail,yes,yes,yes,yes,yes,aligned to primary function,yes,L1,invalid target API or dtype usage,L2 and L3 cascade,no,Generated list operations are applied to Null and Int64 delimiter columns and raise InvalidOperationError while the oracle handles these inputs.,genuine migration failure
5,efc0581f_ident_from_dicts_cross,ident_from_dicts_cross,pass,fail,unknown,yes,yes,yes,yes,yes,raw L2 contaminated; L3 marker available in target cell,yes,L3,empty-input handling,none,result-extraction issue,Standard behavior matches; the generated returned function raises ComputeError for empty inputs while the oracle returns an empty frame.,genuine edge-case failure; raw summary needs correction
5,efc0581f_ident_with_columns_conditions,ident_with_columns_conditions,pass,fail,pass,yes,yes,yes,yes,yes,raw L1 and L3 taken from sibling output,yes,L1,invalid target API usage,L2 and L3 cascade,result-extraction issue,Target cell fails at all layers because generated code uses pandas-style Series assignment on a Polars DataFrame; the oracle succeeds.,genuine migration failure; raw summary needs correction
5,efc0581f_lines_filter_words,lines_filter_words,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_lines_from_dicts_lazy,lines_from_dicts_lazy,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_lines_groupby_filter,lines_groupby_filter,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_pdf_concat_lazy,pdf_concat_lazy,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_pdf_from_dicts,pdf_from_dicts,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_tesseract_concat_lazy,tesseract_concat_lazy,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_tesseract_from_dicts,tesseract_from_dicts,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_tesseract_nan_none,tesseract_nan_none,fail,fail,fail,yes,yes,yes,yes,yes,raw summary entirely contaminated by sibling output,yes,none,none,none,result-extraction issue,Target cell shows generated smoke behavior standard mutation equivalence and edge execution all passing.,validated pass; raw summary needs correction
5,efc0581f_textract_concat_lazy,textract_concat_lazy,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
5,efc0581f_textract_from_dicts,textract_from_dicts,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
6,acryo_loader_corr_max_with_columns_migration,acryo_loader_corr_max_with_columns_migration,pass,pass,unknown,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,Generated smoke execution and feature-state comparison pass; no target-specific L3 check is present.,migration passed available checks; no L3 evidence
6,acryo_loader_get_features_migration,acryo_loader_get_features_migration,pass,pass,unknown,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,Generated smoke execution and standard DataFrame comparison pass; no target-specific L3 check is present.,migration passed available checks; no L3 evidence
6,acryo_loader_scores_with_columns_migration,acryo_loader_scores_with_columns_migration,pass,pass,unknown,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,Generated smoke execution and feature-state comparison pass; no target-specific L3 check is present.,migration passed available checks; no L3 evidence
6,acryo_loader_update_features_migration,acryo_loader_update_features_migration,pass,pass,unknown,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,Generated smoke execution and standard DataFrame comparison pass; no target-specific L3 check is present.,migration passed available checks; no L3 evidence
6,acryo_molecules_concat_migration,acryo_molecules_concat_migration,pass,pass,unknown,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,Generated smoke execution and feature-state comparison pass; no target-specific L3 check is present.,migration passed available checks; no L3 evidence
6,acryo_molecules_from_csv_migration,acryo_molecules_from_csv_migration,pass,pass,unknown,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,Generated smoke execution and feature-state comparison pass; no target-specific L3 check is present.,migration passed available checks; no L3 evidence
6,acryo_molecules_rotation_copy_migration,acryo_molecules_rotation_copy_migration,pass,pass,unknown,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,Generated smoke execution and copied-state comparison pass; no target-specific L3 check is present.,migration passed available checks; no L3 evidence
6,acryo_molecules_subset_migration,acryo_molecules_subset_migration,fail,fail,fail,yes,yes,yes,yes,yes,raw summary entirely contaminated by sibling output,yes,none,none,none,result-extraction issue,Target cell shows both generated smoke execution and subset feature comparison passing; no target-specific L3 check is present.,migration passed available checks; raw summary needs correction
6,acryo_molecules_to_csv_migration,acryo_molecules_to_csv_migration,pass,pass,unknown,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,Generated smoke execution and CSV readback comparison pass; no target-specific L3 check is present.,migration passed available checks; no L3 evidence
6,acryo_molecules_to_dataframe_migration,acryo_molecules_to_dataframe_migration,pass,pass,unknown,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,Generated smoke execution and standard DataFrame comparison pass; no target-specific L3 check is present.,migration passed available checks; no L3 evidence
6,acryo_molecules_translation_copy_migration,acryo_molecules_translation_copy_migration,pass,pass,unknown,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,Generated smoke execution and copied-state comparison pass; no target-specific L3 check is present.,migration passed available checks; no L3 evidence
6,adjacency_create_matrix_loop,adjacency_create_matrix_loop,pass,fail,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,L2,missing steps or side effects,none,no,Sorter side effect matches but generated fp and network DataFrames have different row counts from the oracle; the edge smoke check passes.,genuine migration failure
6,adjacency_read_file_to_polars,adjacency_read_file_to_polars,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
6,azure_ocr_concat_lazy,azure_ocr_concat_lazy,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
6,azure_ocr_from_dicts,azure_ocr_from_dicts,pass,pass,unknown,yes,yes,yes,yes,yes,L3 check printed with L2 marker,yes,none,none,none,result-labeling issue,Standard appended-list behavior and the empty-list edge case both pass; the latter is emitted with an L2 marker.,migration passed; L3 marker needs correction
6,efc0581f_vision_concat_lazy,vision_concat_lazy,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
6,efc0581f_vision_from_dicts,vision_from_dicts,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
6,img2table_aws_textract_concat_lazy_migration,img2table_aws_textract_concat_lazy_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
6,img2table_aws_textract_list_dfs_migration,img2table_aws_textract_list_dfs_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
6,img2table_azure_concat_lazy_migration,img2table_azure_concat_lazy_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
6,img2table_azure_list_dfs_migration,img2table_azure_list_dfs_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
6,img2table_cells_adjacent_redundant_migration,img2table_cells_adjacent_redundant_migration,pass,pass,unknown,yes,yes,yes,yes,yes,L3 check printed with L2 marker,yes,none,none,none,result-labeling issue,Standard behavior and typed-empty edge comparison pass; the edge result is emitted with an L2 marker.,migration passed; L3 marker needs correction
6,img2table_cells_clone_rename_migration,img2table_cells_clone_rename_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
6,img2table_cells_contained_migration,img2table_cells_contained_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
6,img2table_cells_cross_join_filter_migration,img2table_cells_cross_join_filter_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
6,img2table_cells_intersection_area_migration,img2table_cells_intersection_area_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
6,img2table_cells_overlap_diff_migration,img2table_cells_overlap_diff_migration,pass,pass,unknown,yes,yes,yes,yes,yes,L3 check printed with L2 marker,yes,none,none,none,result-labeling issue,Standard behavior and typed-empty edge comparison pass; the edge result is emitted with an L2 marker.,migration passed; L3 marker needs correction
6,img2table_cells_redundant_removal_migration,img2table_cells_redundant_removal_migration,pass,pass,unknown,yes,yes,yes,yes,yes,L3 checks printed with L2 markers,yes,none,none,none,result-labeling issue,Standard behavior and both typed-empty and redundant-row edge comparisons pass; edge results use L2 markers.,migration passed; L3 markers need correction
6,img2table_cells_vertical_deduplication_migration,img2table_cells_vertical_deduplication_migration,pass,fail,unknown,yes,yes,yes,yes,yes,raw L2 contaminated and L3 printed with L2 marker,yes,none,none,none,result-extraction and labeling issue,Target cell shows standard equivalence and duplicate-row edge comparison passing.,migration passed; raw summary and L3 marker need correction
6,img2table_cells_width_height_area_migration,img2table_cells_width_height_area_migration,pass,pass,unknown,yes,yes,yes,yes,yes,L3 check printed with L2 marker,yes,none,none,none,result-labeling issue,Standard behavior and typed-empty edge comparison pass; the edge result is emitted with an L2 marker.,migration passed; L3 marker needs correction
7,img2table_google_vision_concat_lazy_migration,img2table_google_vision_concat_lazy_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
7,img2table_google_vision_list_dfs_migration,img2table_google_vision_list_dfs_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
7,img2table_lines_cross_join_migration,img2table_lines_cross_join_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
7,img2table_lines_df_lines_creation_migration,img2table_lines_df_lines_creation_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
7,img2table_lines_filter_words_migration,img2table_lines_filter_words_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
7,img2table_lines_groupby_sum_migration,img2table_lines_groupby_sum_migration,pass,pass,pass,yes,yes,yes,yes,yes,raw L2 taken from sibling output,yes,L2,incorrect aggregation logic,none,result-extraction issue,Target comparison reports different values in the intersection column although generated execution and its edge smoke check succeed.,genuine migration failure; raw summary needs correction
7,img2table_lines_intersection_assignment_migration,img2table_lines_intersection_assignment_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
7,img2table_lines_intersection_formula_migration,img2table_lines_intersection_formula_migration,pass,fail,pass,yes,yes,yes,yes,yes,raw L2 contaminated by sibling output,yes,none,none,none,result-extraction issue,Target cell shows generated execution standard equivalence and edge execution all passing.,validated pass; raw summary needs correction
7,img2table_lines_intersection_lines_filter_migration,img2table_lines_intersection_lines_filter_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
7,img2table_pdf_concat_lazy_migration,img2table_pdf_concat_lazy_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
7,img2table_pdf_list_dfs_migration,img2table_pdf_list_dfs_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
7,marimo_chdb_cursor_rows,marimo_chdb_cursor_rows,fail,fail,unknown,yes,yes,yes,yes,yes,L3 check printed with L2 marker,yes,L1,type or runtime error,L2 cascade; L3 independent pass,result-labeling issue,Generated standard path constructs an Int64 Series containing the string alpha and raises TypeError; the separately tested edge case matches.,genuine migration failure; L3 marker needs correction
7,medmodels_classic_distance_covariates_select_migration,medmodels_classic_distance_covariates_select_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
7,medmodels_classic_distance_match_migration,medmodels_classic_distance_match_migration,pass,pass,unknown,yes,yes,yes,yes,yes,L3 check printed with L2 marker,yes,none,none,none,result-labeling issue,Standard behavior and the Mahalanobis branch edge comparison pass; the edge result is emitted with an L2 marker.,migration passed; L3 marker needs correction
7,medmodels_medrecord_process_edges_dataframe_migration,medmodels_medrecord_process_edges_dataframe_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific standard and edge outputs, including column-name contracts, pass.",validated pass
7,medmodels_medrecord_process_nodes_dataframe_migration,medmodels_medrecord_process_nodes_dataframe_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific standard and edge outputs, including index-name contracts, pass.",validated pass
7,medmodels_propensity_score_prop_score_migration,medmodels_propensity_score_prop_score_migration,pass,fail,unknown,yes,yes,yes,yes,yes,aligned to primary function,yes,L2,incorrect filtering or row-selection logic,none,no,Generated execution succeeds but the representative output has a different row count from the pandas oracle; no target-specific L3 check is present.,genuine migration failure
7,medmodels_propensity_score_signature_migration,medmodels_propensity_score_signature_migration,pass,fail,fail,yes,yes,yes,yes,yes,raw L2 and L3 contaminated by sibling output,yes,none,none,none,result-extraction issue,Target cell shows generated smoke execution and standard signature behavior matching; no target-specific L3 check is present.,migration passed available checks; raw summary needs correction
7,mexca_data_delete_filename_time_col_migration,mexca_data_delete_filename_time_col_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
7,mexca_data_merge_audio_text_features_migration,mexca_data_merge_audio_text_features_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
7,mexca_data_merge_features_migration,mexca_data_merge_features_migration,pass,skip,skip,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,comparison limitation,L1 returns callable functions but neither side yields a comparable DataFrame and the isolated snippet lacks the original local dfs construction required for L3.,no observed migration failure; comparison unsupported
7,mexca_data_merge_video_annotation_migration,mexca_data_merge_video_annotation_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and absent-feature edge checks pass.",validated pass
7,mexca_data_merge_voice_features_migration,mexca_data_merge_voice_features_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and absent-feature edge checks pass.",validated pass
7,mpds_get_dataframe,mpds_get_dataframe,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
7,pheval_gene_identifier_map,pheval_gene_identifier_map,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,Standard behavior plus empty-table and duplicate-ID edge cases pass.,validated pass
7,pheval_gene_updater_find_identifier,pheval_gene_updater_find_identifier,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,Standard behavior plus previous-symbol and missing-value edge cases pass.,validated pass
7,pheval_gene_updater_find_symbol,pheval_gene_updater_find_symbol,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,Standard behavior plus alternative-ID and missing-key edge cases pass.,validated pass
7,pheval_parse_hgnc_data,pheval_parse_hgnc_data,fail,fail,unknown,yes,yes,yes,yes,yes,raw summary contaminated by sibling output and one L3 check uses L2 marker,yes,none,none,none,result-extraction and labeling issue,Target cell shows generated execution standard equivalence string-ID handling and missing-file behavior all matching.,validated pass; raw summary needs correction
7,portfolio_momentum_roc,portfolio_momentum_roc,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and empty-frame check pass.",validated pass
7,portfolio_momentum_rsi,portfolio_momentum_rsi,pass,fail,pass,yes,yes,yes,yes,yes,raw L2 contaminated by sibling output,yes,none,none,none,result-extraction issue,Target cell shows generated execution standard equivalence and empty-frame edge execution all passing.,validated pass; raw summary needs correction
8,portfolio_momentum_stoch_osc,portfolio_momentum_stoch_osc,fail,fail,fail,yes,yes,yes,yes,yes,raw summary entirely contaminated by sibling output,yes,none,none,none,result-extraction issue,Target cell shows generated smoke standard equivalence and empty-frame edge execution all passing.,validated pass; raw summary needs correction
8,portfolio_momentum_stoch_rsi,portfolio_momentum_stoch_rsi,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and empty-frame check pass.",validated pass
8,portfolio_stock_from_pandas,portfolio_stock_from_pandas,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and empty-history check pass.",validated pass
8,portfolio_stock_to_dict,portfolio_stock_to_dict,pass,skip,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,comparison limitation,Both standard calls return None and the harness does not inspect their side effect; the empty-DataFrame edge smoke check passes.,no observed migration failure; standard comparison unsupported
8,quant_backtester_calculate_returns_migration,quant_backtester_calculate_returns_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,result-labeling issue,Standard behavior and all pair single-ticker and missing-close branches pass; two edge comparisons use L2 markers.,validated pass; some L3 markers need correction
8,quant_backtester_performance_metrics_migration,quant_backtester_performance_metrics_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,Standard behavior plus drawdown and zero-variance edge cases pass.,validated pass
8,quant_trading_strategy_backtester_data_load_yfinance_data_two_tickers_migration,quant_trading_strategy_backtester_data_load_yfinance_data_two_tickers_migration,fail,fail,fail,yes,yes,yes,yes,yes,aligned to primary function,yes,L1,schema or column-name mismatch,L2 and L3 cascade,no,Generated code expects a Date column after reset_index but the fixture produces columns index and Close; the oracle succeeds.,genuine migration failure
8,readnext_hybrid_score_compare_scores_migration,readnext_hybrid_score_compare_scores_migration,pass,pass,unknown,yes,yes,yes,yes,yes,L3 check printed with L2 marker,yes,none,none,none,result-labeling issue,Standard score comparison and target edge comparison pass; the edge result is emitted with an L2 marker.,migration passed; L3 marker needs correction
8,readnext_hybrid_score_to_frame_migration,readnext_hybrid_score_to_frame_migration,pass,pass,unknown,yes,yes,yes,yes,yes,L3 check printed with L2 marker,yes,none,none,none,result-labeling issue,Standard frame conversion and target edge comparison pass; the edge result is emitted with an L2 marker.,migration passed; L3 marker needs correction
8,scoring_compare_methylation_pattern_migration,scoring_compare_methylation_pattern_migration,pass,pass,unknown,yes,yes,yes,yes,yes,L3 check printed with L2 marker,yes,none,none,none,result-labeling issue,Standard behavior and branch edge comparison pass; the edge result is emitted with an L2 marker.,migration passed; L3 marker needs correction
8,scoring_compare_methylation_pattern_multiprocessed_migration,scoring_compare_methylation_pattern_multiprocessed_migration,pass,fail,fail,yes,yes,yes,yes,yes,raw L2 and L3 contaminated by sibling output,yes,none,none,none,result-extraction issue,Target cell shows standard score and missing-list behavior plus both edge checks passing.,validated pass; raw summary needs correction
8,scoring_define_mean_methylation_thresholds_migration,scoring_define_mean_methylation_thresholds_migration,pass,fail,unknown,yes,yes,yes,yes,yes,L3 check printed with L2 marker,yes,L2,return-type mismatch,none,result-labeling issue,Under representative input exactly one side returns a DataFrame; the separately tested branch edge comparison passes.,genuine migration failure; L3 marker needs correction
8,scoring_process_bin_contig_merge_migration,scoring_process_bin_contig_merge_migration,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, standard comparison, and branch edge comparison pass.",validated pass
8,src_onemod_utils_parameters_create_params_migration,src_onemod_utils_parameters_create_params_migration,pass,pass,unknown,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,Generated smoke execution and standard DataFrame equivalence pass; no target-specific L3 check is present.,migration passed available checks; no L3 evidence
8,src_onemod_utils_parameters_get_params_migration,src_onemod_utils_parameters_get_params_migration,pass,pass,unknown,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,Generated smoke execution and standard dictionary equivalence pass; no target-specific L3 check is present.,migration passed available checks; no L3 evidence
8,tesseract_ocr_concat_lazy,tesseract_ocr_concat_lazy,pass,pass,pass,yes,yes,yes,yes,yes,aligned to primary function,yes,none,none,none,no,"Target-specific oracle, generated execution, behavioral comparison, and edge checks pass.",validated pass
