experiment,snippet_id,primary_layer,top_level_category,primary_category,downstream_failed_layers,downstream_causal_status,evidence,classification_payload
exp1,3c49cad1_timeseries_gain,L2,standard behavioural mismatch,missing one or more steps,,none,"❌ L2 equivalence timeseries_gain: MISMATCH — before_scores=(0, 0), gen_scores=(1, 1)","equivalence : mismatch — before_scores=(0, 0), gen_scores=(1, 1)"
exp1,8017f91b_eval_hybrid_concat_sort,L2,standard behavioural mismatch,schema mismatch,L3,causal review required,"❌ L2 equivalence eval_hybrid_concat_sort: MISMATCH — column sets differ (before-only={'index'}, gen-only=set())","equivalence : mismatch — column sets differ (before-only={'index'}, gen-only=set())"
exp1,8017f91b_input_loc_index_item,L2,standard behavioural mismatch,return-type mismatch,L3,causal review required,"❌ L2 equivalence input_loc_index_item: MISMATCH — before=101, gen=None","equivalence : mismatch — before=101, gen=none"
exp1,8017f91b_pairwise_cosine_loc,L2,standard behavioural mismatch,index or datetime contract mismatch,,none,"❌ L2 equivalence pairwise_cosine_loc: MISMATCH - before={'col_embedding': array([0.4, 0.5, 0.6]), 'document_id_1': 101, 'document_id_2': 102, 'row_embedding': array([0.1, 0.2, 0.3])}, gen={'col_embedding': 102, 'document_id_1': 101, 'document_id_2': 102, 'row_embedding': 101}","equivalence : mismatch - before={'col_embedding': array([0.4, 0.5, 0.6]), 'document_id_1': 101, 'document_id_2': 102, 'row_embedding': array([0.1, 0.2, 0.3])}, gen={'col_embedding': 102, 'document_id_1': 101, 'document_id_2': 102, 'row_embedding': 101}"
exp1,8017f91b_pairwise_loc_filter,L2,standard behavioural mismatch,index or datetime contract mismatch,,none,"❌ L2 equivalence pairwise_loc_filter: MISMATCH - before=(['paper_A', 'paper_B'], ['paper_C']), gen=((['paper_A', 'paper_B'],), (['paper_C'],))","equivalence : mismatch - before=(['paper_a', 'paper_b'], ['paper_c']), gen=((['paper_a', 'paper_b'],), (['paper_c'],))"
exp1,8017f91b_precompute_cross_join,L2,standard behavioural mismatch,"wrong aggregation, filtering, or join logic",,none,"❌ L2 equivalence precompute_cross_join: MISMATCH — DataFrames are different (value mismatch for column ""document_id"")","equivalence : mismatch — dataframes are different (value mismatch for column ""document_id"")"
exp1,8c71f3c7_hybrid_scorer_citation_index,L2,standard behavioural mismatch,index or datetime contract mismatch,,none,"❌ L2 equivalence hybrid_scorer_citation_index: MISMATCH — before=[101, 205, 309], generated=[0, 1, 2]","equivalence : mismatch — before=[101, 205, 309], generated=[0, 1, 2]"
exp1,8c71f3c7_input_converter_index,L2,standard behavioural mismatch,missing one or more steps,,none,"❌ L2 equivalence input_converter_index: MISMATCH — before=101, generated=None","equivalence : mismatch — before=101, generated=none"
exp1,8c71f3c7_pairwise_loc_colname,L2,standard behavioural mismatch,index or datetime contract mismatch,L3,causal review required,"❌ L2 equivalence pairwise_loc_colname captured locals: MISMATCH — before=('paper_A', 'paper_B'), gen=(['paper_A'], ['paper_B'])","equivalence captured locals: mismatch — before=('paper_a', 'paper_b'), gen=(['paper_a'], ['paper_b'])"
exp1,8c71f3c7_pairwise_loc_item,L2,standard behavioural mismatch,index or datetime contract mismatch,,none,"❌ L2 equivalence pairwise_loc_item captured locals: MISMATCH — before=(0.1, 0.2), gen=(101, 102)","equivalence captured locals: mismatch — before=(0.1, 0.2), gen=(101, 102)"
exp1,99aff9e0_rename_columns_empty_df,L2,standard behavioural mismatch,schema mismatch,L3,causal review required,"❌ L2 equivalence rename_columns_empty_df: MISMATCH — column sets differ (before-only={'start_1', 'chrom_1', 'end_1'}, gen-only={'chrom', 'end', 'start'})","equivalence : mismatch — column sets differ (before-only={'start_1', 'chrom_1', 'end_1'}, gen-only={'chrom', 'end', 'start'})"
exp1,a39f4527_expose_trx_pivot,L2,standard behavioural mismatch,return-type mismatch,L3,causal review required,"❌ L2 equivalence expose_trx_pivot: MISMATCH — one side returned DataFrame, other did not","equivalence : mismatch — one side returned dataframe, other did not"
exp1,a39f4527_expose_trx_unique,L2,standard behavioural mismatch,return-type mismatch,L3,causal review required,"❌ L2 equivalence expose_trx_unique return contract: MISMATCH — before=list, gen=DataFrame","equivalence return contract: mismatch — before=list, gen=dataframe"
exp1,a52cebfe_measured_data_pivot_join,L2,standard behavioural mismatch,schema mismatch,L3,causal review required,"❌ L2 equivalence measured_data_pivot_join labels and values: MISMATCH — column sets differ (before-only={'row'}, gen-only=set())","equivalence labels and values: mismatch — column sets differ (before-only={'row'}, gen-only=set())"
exp1,e8fa7691_design_matrix_model,L2,standard behavioural mismatch,schema mismatch,L3,causal review required,"❌ L2 equivalence design_matrix_model: MISMATCH — before={'rows': [['1', '10'], ['2', '20'], ['3', '30']], 'headers': ['run_a', 'run_b', 'run_c']}, gen={'rows': [['1', '10', 'run_a'], ['2', '20', 'run_b'], ['3', '30', 'run_c']], 'headers': ['0', '1', '2']}","equivalence : mismatch — before={'rows': [['1', '10'], ['2', '20'], ['3', '30']], 'headers': ['run_a', 'run_b', 'run_c']}, gen={'rows': [['1', '10', 'run_a'], ['2', '20', 'run_b'], ['3', '30', 'run_c']], 'headers': ['0', '1', '2']}"
exp1,ed3b46c0_base_pattern_pred_concat,L2,standard behavioural mismatch,"wrong aggregation, filtering, or join logic",,none,"❌ L2 equivalence base_pattern_pred_concat: MISMATCH — DataFrames are different (value mismatch for column ""y"")","equivalence : mismatch — dataframes are different (value mismatch for column ""y"")"
exp1,img2table_lines_intersection_formula_migration,L2,execution failure,lazy/eager misuse,L3,causal review required,❌ L2 equivalence img2table_lines_intersection_formula_migration: MISMATCH - generated returned an unresolved Polars Expr,equivalence : mismatch - generated returned an unresolved polars expr
exp1,medmodels_propensity_score_prop_score_migration,L2,standard behavioural mismatch,schema mismatch,L3,causal review required,"❌ L2 equivalence medmodels_propensity_score_prop_score_migration: MISMATCH — column sets differ (before-only=set(), gen-only={'bmi', 'age', 'gender'})","equivalence : mismatch — column sets differ (before-only=set(), gen-only={'bmi', 'age', 'gender'})"
exp1,portfolio_momentum_roc,L2,standard behavioural mismatch,schema mismatch,L3,causal review required,"❌ L2 equivalence portfolio_momentum_roc: MISMATCH — column sets differ (before-only={'ROC'}, gen-only=set())","equivalence : mismatch — column sets differ (before-only={'roc'}, gen-only=set())"
exp1,quant_backtester_calculate_returns_migration,L2,standard behavioural mismatch,schema mismatch,L3,causal review required,"❌ L2 equivalence quant_backtester_calculate_returns_migration: MISMATCH — column sets differ (before-only={'index'}, gen-only=set())","equivalence : mismatch — column sets differ (before-only={'index'}, gen-only=set())"
exp1,readnext_hybrid_score_compare_scores_migration,L2,standard behavioural mismatch,helper input-type mismatch,L3,causal review required,"❌ L2 equivalence readnext_hybrid_score_compare_scores_migration: setup error — TypeError: expected pandas DataFrame or Series, got 'DataFrame'","equivalence : setup error — typeerror: expected pandas dataframe or series, got 'dataframe'"
exp1,325e7c2b_dates_pol_interval,L3,edge-case failure,index-related edge behaviour,,none,"❌ L3 edge dates_pol_interval mismatched lengths: MISMATCH — before=[13 14], gen=[13  1]","edge mismatched lengths: mismatch — before=[13 14], gen=[13 1]"
exp1,3c49cad1_mosmix_access_datetime,L3,edge-case failure,null- or missing-value handling,,none,"❌ L3 edge mosmix_access_datetime empty timesteps: SchemaError: invalid series dtype: expected `String`, got `null` for series with name ``","edge empty timesteps: schemaerror: invalid series dtype: expected `string`, got `null` for series with name ``"
exp1,a52cebfe_rft_concat_write,L3,edge-case failure,index-related edge behaviour,,none,"❌ L3 edge rft_concat_write frame: MISMATCH — column sets differ (before-only={'Iteration', 'Well', 'Ensemble'}, gen-only=set()) | ❌ L3 edge rft_concat_write CSV contents: MISMATCH — before='Realization,Well,Ensemble,Iteration,value\n1,W1,E1,1,5.0\n2,W1,E1,1,6.0\n', gen='Realization,value\n1,5.0\n2,6.0\n'","edge frame: mismatch — column sets differ (before-only={'iteration', 'well', 'ensemble'}, gen-only=set()) | edge csv contents: mismatch — before='realization,well,ensemble,iteration,value\n1,w1,e1,1,5.0\n2,w1,e1,1,6.0\n', gen='realization,value\n1,5.0\n2,6.0\n'"
exp1,bbe5d7e5_create_data_frame,L3,edge-case failure,null- or missing-value handling,,none,❌ L3 edge create_data_frame schema/null/category checks: AssertionError:,edge schema/null/category checks: assertionerror:
exp1,db5fc12b_expose_date_str,L3,edge-case failure,dtype-sensitive behaviour,,none,"❌ L3 edge expose_date_str date objects: SchemaError: invalid series dtype: expected `String`, got `date` for series with name ``","edge date objects: schemaerror: invalid series dtype: expected `string`, got `date` for series with name ``"
exp1,efc0581f_ident_explode_cells,L3,edge-case failure,index-related edge behaviour,,none,"❌ L3 edge ident_explode_cells malformed delimiter: MISMATCH - before returned DataFrame, generated raised ComputeError: get index is out of bounds","edge malformed delimiter: mismatch - before returned dataframe, generated raised computeerror: get index is out of bounds"
exp2,05afd878_evaluate_coassembly_edges,L1,execution failure,invalid target API usage,"L2,L3",L2/L3,❌ L1 smoke gen_evaluate_coassembly_edges: TypeError: DataFrame object does not support `Series` assignment by index,smoke : typeerror: dataframe object does not support `series` assignment by index
exp2,05afd878_evaluate_unbinned,L1,execution failure,invalid target API usage,"L2,L3",L2/L3,❌ L1 smoke gen_evaluate_unbinned: AttributeError: 'DataFrame' object has no attribute 'groupby',smoke : attributeerror: 'dataframe' object has no attribute 'groupby'
exp2,1f8af3a3_target_elusive_sample_pairs,L1,execution failure,invalid target API usage,"L2,L3",L2/L3,❌ L1 smoke gen_target_elusive_sample_pairs: InvalidOperationError: `explode` operation not supported for dtype `str`,smoke : invalidoperationerror: `explode` operation not supported for dtype `str`
exp2,1f8af3a3_target_elusive_sparse_edges,L1,execution failure,invalid target API usage,"L2,L3",L2/L3,❌ L1 smoke gen_target_elusive_sparse_edges: InvalidOperationError: attempted list to_struct on non-list dtype: str,smoke : invalidoperationerror: attempted list to_struct on non-list dtype: str
exp2,287a28d8_col_matches,L1,execution failure,invalid target API usage,"L2,L3",L2/L3,❌ L1 smoke gen_col_matches: TypeError: search() got an unexpected keyword argument 'case',smoke : typeerror: search() got an unexpected keyword argument 'case'
exp2,29097c0c_train_merge_concat,L1,execution failure,type or runtime error,L2,L2,❌ L1 smoke gen_train_merge_concat: ShapeError: unable to append to a DataFrame of width 4 with a DataFrame of width 3,smoke : shapeerror: unable to append to a dataframe of width 4 with a dataframe of width 3
exp2,3c49cad1_mosmix_access_dataframe,L1,execution failure,import or unresolved-reference error,"L2,L3",L2/L3,❌ L1 smoke gen_mosmix_access_dataframe: ImportError: cannot import name 'DatetimeIndex' from 'polars' (/opt/anaconda3/envs/my_nlp_env/lib/python3.12/site-packages/polars/__init__.py),smoke : importerror: cannot import name 'datetimeindex' from 'polars' (/opt/anaconda3/envs/my_nlp_env/lib/python3.12/site-packages/polars/__init__.py)
exp2,3c49cad1_radar_index_radolan,L1,execution failure,invalid target API usage,"L2,L3",L2/L3,"❌ L1 smoke gen_radar_index_radolan: InvalidOperationError: cannot cast List type (inner: 'String', to: 'String')","smoke : invalidoperationerror: cannot cast list type (inner: 'string', to: 'string')"
exp2,3c49cad1_timeseries_extract,L1,execution failure,invalid target API usage,"L2,L3",L2/L3,❌ L1 smoke gen_timeseries_extract: AttributeError: 'types.SimpleNamespace' object has no attribute 'with_columns',smoke : attributeerror: 'types.simplenamespace' object has no attribute 'with_columns'
exp2,3c49cad1_timeseries_gain,L1,execution failure,invalid target API usage,"L2,L3",L2/L3,❌ L1 smoke gen_timeseries_gain: TypeError: DataFrame object does not support `Series` assignment by index,smoke : typeerror: dataframe object does not support `series` assignment by index
exp2,8017f91b_pairwise_loc_filter,L1,execution failure,invalid target API usage,L2,L2,"❌ L1 smoke gen_pairwise_loc_filter: ColumnNotFoundError: unable to find column ""index""; valid columns: [""document_id"", ""title""]","smoke : columnnotfounderror: unable to find column ""index""; valid columns: [""document_id"", ""title""]"
exp2,8017f91b_precompute_cross_join,L1,execution failure,invalid target API usage,"L2,L3",L2/L3,❌ L1 smoke gen_precompute_cross_join: AttributeError: 'DataFrame' object has no attribute 'index',smoke : attributeerror: 'dataframe' object has no attribute 'index'
exp2,83c12695_collect_pivot,L1,execution failure,invalid target API usage,"L2,L3",L2/L3,❌ L1 smoke gen_collect_pivot: AttributeError: 'Expr' object has no attribute 'map_groups',smoke : attributeerror: 'expr' object has no attribute 'map_groups'
exp2,8bb7bc3a_expose_isin,L1,execution failure,incomplete runnable code,"L2,L3",L2/L3,❌ L1 smoke gen_expose_isin: SyntaxError: generated code for expose_isin is not syntactically valid after wrapper normalization: mixed/inconsistent indentation could not be safely normalized,smoke : syntaxerror: generated code for is not syntactically valid after wrapper normalization: mixed/inconsistent indentation could not be safely normalized
exp2,8c71f3c7_attr_getter_unseen_frame,L1,execution failure,type or runtime error,L2,L2,❌ L1 smoke gen_attr_getter_unseen_frame: TypeError: unexpected value while building Series of type Int64; found value of type Float64: 0.9,smoke : typeerror: unexpected value while building series of type int64; found value of type float64: 0.9
exp2,92e35040_query_appraised,L1,execution failure,invalid target API usage,"L2,L3",L2/L3,❌ L1 smoke gen_query_appraised: InvalidOperationError: attempted list to_struct on non-list dtype: str,smoke : invalidoperationerror: attempted list to_struct on non-list dtype: str
exp2,a39f4527_expose_trx_join_filter,L1,execution failure,invalid target API usage,"L2,L3",L2/L3,"❌ L1 smoke gen_expose_trx_join_filter: InvalidOperationError: cannot compare 'date/datetime/time' to a string value (create native python { 'date', 'datetime', 'time' } or compare to a temporal column)","smoke : invalidoperationerror: cannot compare 'date/datetime/time' to a string value (create native python { 'date', 'datetime', 'time' } or compare to a temporal column)"
exp2,a39f4527_expose_trx_pivot,L1,execution failure,invalid target API usage,"L2,L3",L2/L3,❌ L1 smoke gen_expose_trx_pivot: TypeError: DataFrame.pivot() got an unexpected keyword argument 'fill_value',smoke : typeerror: dataframe.pivot() got an unexpected keyword argument 'fill_value'
exp2,a52cebfe_measured_data_pivot_join,L1,execution failure,type or runtime error,"L2,L3",L2/L3,❌ L1 smoke gen_measured_data_pivot_join: TypeError: unexpected value while building Series of type String; found value of type Int64: 0,smoke : typeerror: unexpected value while building series of type string; found value of type int64: 0
exp2,a52cebfe_rft_obs_join,L1,execution failure,invalid target API usage,L2,L2 downstream,❌ L1 smoke gen_rft_obs_join: TypeError: argument 'name': 'int' object cannot be cast as 'str',smoke : typeerror: argument 'name': 'int' object cannot be cast as 'str'
exp2,dcff23d0_filter_concat_all,L1,execution failure,invalid target API usage,"L2,L3",L2/L3 downstream,❌ L1 smoke gen_filter_concat_all: ValueError: Series only supports 'vertical' concat strategy,smoke : valueerror: series only supports 'vertical' concat strategy
exp2,ed3b46c0_base_pattern_iloc,L1,execution failure,invalid target API usage,"L2,L3",L2/L3 downstream,"❌ L1 smoke gen_base_pattern_iloc: KeyError: ""None of [Index([0, 1, 2], dtype='int64')] are in the [columns]""","smoke : keyerror: ""none of [index([0, 1, 2], dtype='int64')] are in the [columns]"""
exp2,ed3b46c0_base_pattern_pred_concat,L1,execution failure,incomplete runnable code,"L2,L3",L2/L3 downstream,"❌ L1 smoke gen_base_pattern_pred_concat: TypeError: Index(...) must be called with a collection of some kind, Ellipsis was passed","smoke : typeerror: index(...) must be called with a collection of some kind, ellipsis was passed"
exp2,ed3b46c0_classification_iloc,L1,execution failure,invalid target API usage,"L2,L3",L2/L3 downstream,"❌ L1 smoke gen_classification_iloc: KeyError: ""None of [Index([0, 1, 2], dtype='int64')] are in the [columns]""","smoke : keyerror: ""none of [index([0, 1, 2], dtype='int64')] are in the [columns]"""
exp2,ed3b46c0_classification_pred_concat,L1,execution failure,incomplete runnable code,"L2,L3",L2/L3 downstream,❌ L1 smoke gen_classification_pred_concat: UnboundLocalError: cannot access local variable 'base_df' where it is not associated with a value,smoke : unboundlocalerror: cannot access local variable 'base_df' where it is not associated with a value
exp2,efc0581f_data_assign_bbox,L1,execution failure,invalid target API usage,"L2,L3",L2/L3 downstream,❌ L1 smoke gen_data_assign_bbox: TypeError: Series constructor called with unsupported type 'int' for the `values` parameter,smoke : typeerror: series constructor called with unsupported type 'int' for the `values` parameter
exp2,efc0581f_data_groupby_agg_text,L1,execution failure,invalid target API usage,L2,L2 downstream,❌ L1 smoke gen_data_groupby_agg_text: AttributeError: 'Series' object has no attribute 'strip',smoke : attributeerror: 'series' object has no attribute 'strip'
exp2,efc0581f_ident_from_dicts_cross,L1,execution failure,invalid target API usage,L2,L2 downstream,"❌ L1 smoke gen_ident_from_dicts_cross: PanicException: assertion failed: matches!(dtype, ArrowDataType::Extension(_))","smoke : panicexception: assertion failed: matches!(dtype, arrowdatatype::extension(_))"
exp2,efc0581f_tesseract_nan_none,L1,execution failure,invalid target API usage,"L2,L3",L2/L3 downstream,❌ L1 smoke gen_tesseract_nan_none: AttributeError: 'dict' object has no attribute 'with_columns',smoke : attributeerror: 'dict' object has no attribute 'with_columns'
exp2,marimo_chdb_cursor_rows,L1,execution failure,invalid target API usage,L2,L2 downstream,"❌ L1 smoke gen_marimo_chdb_cursor_rows: TypeError: unexpected value while building Series of type Int64; found value of type String: ""alpha""","smoke : typeerror: unexpected value while building series of type int64; found value of type string: ""alpha"""
exp2,portfolio_stock_from_pandas,L1,execution failure,invalid target API usage,"L2,L3",L2/L3 downstream,"❌ L1 smoke gen_portfolio_stock_from_pandas: ColumnNotFoundError: ""index"" not found","smoke : columnnotfounderror: ""index"" not found"
exp2,quant_backtester_calculate_returns_migration,L1,execution failure,invalid target API usage,"L2,L3",L2/L3 downstream,"❌ L1 smoke gen_quant_backtester_calculate_returns_migration: ColumnNotFoundError: unable to find column ""cumulative_returns""; valid columns: [""positions"", ""asset_returns"", ""strategy_returns""]","smoke : columnnotfounderror: unable to find column ""cumulative_returns""; valid columns: [""positions"", ""asset_returns"", ""strategy_returns""]"
exp2,1ec015da_to_rank,L2,standard behavioural mismatch,schema mismatch,L3,L3,"❌ L2 equivalence to_rank: MISMATCH — column sets differ (before-only={'id'}, gen-only=set())","equivalence : mismatch — column sets differ (before-only={'id'}, gen-only=set())"
exp2,1f8af3a3_target_elusive_unbinned,L2,standard behavioural mismatch,return-type mismatch,L3,L3,"❌ L2 equivalence target_elusive_unbinned: MISMATCH — one side returned DataFrame, other did not","equivalence : mismatch — one side returned dataframe, other did not"
exp2,3c49cad1_geosphere_collect,L2,standard behavioural mismatch,index or datetime contract mismatch,L3,L3,"❌ L2 equivalence geosphere_collect: MISMATCH — DataFrames are different (value mismatch for column ""date"")","equivalence : mismatch — dataframes are different (value mismatch for column ""date"")"
exp2,8017f91b_eval_hybrid_concat_sort,L2,standard behavioural mismatch,schema mismatch,L3,L3,"❌ L2 equivalence eval_hybrid_concat_sort: MISMATCH — column sets differ (before-only={'index'}, gen-only=set())","equivalence : mismatch — column sets differ (before-only={'index'}, gen-only=set())"
exp2,8017f91b_input_loc_index_item,L2,standard behavioural mismatch,missing one or more steps,,none,"❌ L2 equivalence input_loc_index_item: MISMATCH — before=101, gen=None","equivalence : mismatch — before=101, gen=none"
exp2,8c71f3c7_hybrid_scorer_citation_index,L2,standard behavioural mismatch,index or datetime contract mismatch,,none,"❌ L2 equivalence hybrid_scorer_citation_index: MISMATCH — before=[101, 205, 309], generated=[0, 1, 2]","equivalence : mismatch — before=[101, 205, 309], generated=[0, 1, 2]"
exp2,8c71f3c7_hybrid_scorer_language_index,L2,standard behavioural mismatch,index or datetime contract mismatch,,none,"❌ L2 equivalence hybrid_scorer_language_index: MISMATCH — before=[101, 205, 309], generated=[0, 1, 2]","equivalence : mismatch — before=[101, 205, 309], generated=[0, 1, 2]"
exp2,8c71f3c7_input_converter_index,L2,standard behavioural mismatch,missing one or more steps,,none,"❌ L2 equivalence input_converter_index: MISMATCH — before=101, generated=None","equivalence : mismatch — before=101, generated=none"
exp2,8c71f3c7_pairwise_loc_colname,L2,standard behavioural mismatch,return-type mismatch,L3,L3,"❌ L2 equivalence pairwise_loc_colname captured locals: MISMATCH — before=('paper_A', 'paper_B'), gen=(['paper_A'], ['paper_B'])","equivalence captured locals: mismatch — before=('paper_a', 'paper_b'), gen=(['paper_a'], ['paper_b'])"
exp2,92e35040_query_binned_unbinned,L2,standard behavioural mismatch,"wrong aggregation, filtering, or join logic",,none,❌ L2 equivalence query_binned_unbinned binned: MISMATCH — DataFrames are different (height (row count) mismatch) | ❌ L2 equivalence query_binned_unbinned unbinned: MISMATCH — DataFrames are different (height (row count) mismatch),equivalence binned: mismatch — dataframes are different (height (row count) mismatch) | equivalence unbinned: mismatch — dataframes are different (height (row count) mismatch)
exp2,99aff9e0_rename_columns_empty_df,L2,standard behavioural mismatch,missing one or more steps,L3,L3,"❌ L2 equivalence rename_columns_empty_df: MISMATCH — column sets differ (before-only={'end_1', 'chrom_1', 'start_1'}, gen-only={'start', 'end', 'chrom'})","equivalence : mismatch — column sets differ (before-only={'end_1', 'chrom_1', 'start_1'}, gen-only={'start', 'end', 'chrom'})"
exp2,a39f4527_expose_trx_unique,L2,standard behavioural mismatch,return-type mismatch,L3,L3,"❌ L2 equivalence expose_trx_unique return contract: MISMATCH — before=list, gen=DataFrame","equivalence return contract: mismatch — before=list, gen=dataframe"
exp2,adjacency_create_matrix_loop,L2,standard behavioural mismatch,missing one or more steps,,none,❌ L2 equivalence adjacency_create_matrix_loop fp side effect: MISMATCH — DataFrames are different (height (row count) mismatch) | ❌ L2 equivalence adjacency_create_matrix_loop network side effect: MISMATCH — DataFrames are different (height (row count) mismatch),equivalence fp side effect: mismatch — dataframes are different (height (row count) mismatch) | equivalence network side effect: mismatch — dataframes are different (height (row count) mismatch)
exp2,adjacency_read_file_to_polars,L2,standard behavioural mismatch,index or datetime contract mismatch,L3,L3 same defect,"❌ L2 equivalence adjacency_read_file_to_polars: MISMATCH — column sets differ (before-only={'id'}, gen-only=set())","equivalence : mismatch — column sets differ (before-only={'id'}, gen-only=set())"
exp2,e8fa7691_design_matrix_model,L2,standard behavioural mismatch,index or datetime contract mismatch,L3,L3 same defect,"❌ L2 equivalence design_matrix_model: MISMATCH — before={'rows': [['1', '10'], ['2', '20'], ['3', '30']], 'headers': ['run_a', 'run_b', 'run_c']}, gen={'rows': [['1', '10', 'run_a'], ['2', '20', 'run_b'], ['3', '30', 'run_c']], 'headers': ['0', '1', '2']}","equivalence : mismatch — before={'rows': [['1', '10'], ['2', '20'], ['3', '30']], 'headers': ['run_a', 'run_b', 'run_c']}, gen={'rows': [['1', '10', 'run_a'], ['2', '20', 'run_b'], ['3', '30', 'run_c']], 'headers': ['0', '1', '2']}"
exp2,img2table_lines_intersection_formula_migration,L2,standard behavioural mismatch,return-type mismatch,L3,L3 same defect,❌ L2 equivalence img2table_lines_intersection_formula_migration: MISMATCH - generated returned an unresolved Polars Expr,equivalence : mismatch - generated returned an unresolved polars expr
exp2,img2table_pdf_concat_lazy_migration,L2,standard behavioural mismatch,return-type mismatch,L3,L3 same defect,"❌ L2 equivalence img2table_pdf_concat_lazy_migration: MISMATCH — one side returned DataFrame, other did not","equivalence : mismatch — one side returned dataframe, other did not"
exp2,medmodels_classic_distance_match_migration,L2,standard behavioural mismatch,invalid target API usage,L3,L3 same defect,"❌ L2 equivalence medmodels_classic_distance_match_migration: MISMATCH — DataFrames are different (value mismatch for column ""age"")","equivalence : mismatch — dataframes are different (value mismatch for column ""age"")"
exp2,medmodels_propensity_score_prop_score_migration,L2,standard behavioural mismatch,wrong logical direction,L3,L3 same defect,"❌ L2 equivalence medmodels_propensity_score_prop_score_migration: MISMATCH — column sets differ (before-only=set(), gen-only={'age', 'gender', 'bmi'})","equivalence : mismatch — column sets differ (before-only=set(), gen-only={'age', 'gender', 'bmi'})"
exp2,portfolio_momentum_stoch_osc,L2,standard behavioural mismatch,"wrong aggregation, filtering, or join logic",,none,"❌ L2 equivalence portfolio_momentum_stoch_osc: MISMATCH — DataFrames are different (value mismatch for column ""stoch"")","equivalence : mismatch — dataframes are different (value mismatch for column ""stoch"")"
exp2,quant_trading_strategy_backtester_data_load_yfinance_data_two_tickers_migration,L2,standard behavioural mismatch,index or datetime contract mismatch,L3,L3 same defect,"❌ L2 equivalence quant_trading_strategy_backtester_data_load_yfinance_data_two_tickers_migration: MISMATCH — column sets differ (before-only={'index'}, gen-only={'Date'})","equivalence : mismatch — column sets differ (before-only={'index'}, gen-only={'date'})"
exp2,3c49cad1_mosmix_access_datetime,L3,edge-case failure,empty-input handling,,none,"❌ L3 edge mosmix_access_datetime empty timesteps: SchemaError: invalid series dtype: expected `String`, got `null` for series with name ``","edge empty timesteps: schemaerror: invalid series dtype: expected `string`, got `null` for series with name ``"
exp2,efc0581f_ident_explode_cells,L3,edge-case failure,dtype-sensitive behaviour,,none,"❌ L3 edge ident_explode_cells malformed delimiter: MISMATCH - before returned DataFrame, generated raised ComputeError: get index is out of bounds","edge malformed delimiter: mismatch - before returned dataframe, generated raised computeerror: get index is out of bounds"
exp2,pheval_parse_hgnc_data,L3,edge-case failure,dtype-sensitive behaviour,,none,❌ L3 pheval_parse_hgnc_data string ids: AssertionError:,string ids: assertionerror:
exp2,vnc_cmatrix_reindex,L3,edge-case failure,dtype-sensitive behaviour,,none,❌ L3 branch vnc_cmatrix_reindex valid: TypeError: unexpected value while building Series of type Int64; found value of type Float64: NaN,branch valid: typeerror: unexpected value while building series of type int64; found value of type float64: nan
exp3,05afd878_evaluate_coassembly_edges,L1,execution failure,type or runtime error,"L2,L3",causal review required,"❌ L1 smoke gen_evaluate_coassembly_edges: ColumnNotFoundError: unable to find column ""sample1""; valid columns: [""sample"", ""coassembly""]","smoke : columnnotfounderror: unable to find column ""sample1""; valid columns: [""sample"", ""coassembly""]"
exp3,05afd878_evaluate_nontarget,L1,execution failure,type or runtime error,"L2,L3",causal review required,❌ L1 smoke gen_evaluate_nontarget: ShapeError: unable to append to a DataFrame of width 5 with a DataFrame of width 7,smoke : shapeerror: unable to append to a dataframe of width 5 with a dataframe of width 7
exp3,29097c0c_train_iloc_filter,L1,execution failure,invalid target API usage,"L2,L3",causal review required,❌ L1 smoke gen_train_iloc_filter: AttributeError: 'DataFrame' object has no attribute 'with_row_index',smoke : attributeerror: 'dataframe' object has no attribute 'with_row_index'
exp3,29097c0c_train_merge_concat,L1,execution failure,invalid target API usage,"L2,L3",causal review required,❌ L1 smoke gen_train_merge_concat: AttributeError: 'DataFrame' object has no attribute 'with_row_index',smoke : attributeerror: 'dataframe' object has no attribute 'with_row_index'
exp3,3c49cad1_bench_precip_regular,L1,execution failure,invalid target API usage,"L2,L3",causal review required,"❌ L1 smoke gen_bench_precip_regular: TypeError: expected pandas DataFrame or Series, got 'DataFrame'","smoke : typeerror: expected pandas dataframe or series, got 'dataframe'"
exp3,3c49cad1_radar_index_radolan,L1,execution failure,type or runtime error,"L2,L3",causal review required,"❌ L1 smoke gen_radar_index_radolan: InvalidOperationError: cannot cast List type (inner: 'String', to: 'String')","smoke : invalidoperationerror: cannot cast list type (inner: 'string', to: 'string')"
exp3,3c49cad1_timeseries_extract,L1,execution failure,invalid target API usage,"L2,L3",causal review required,❌ L1 smoke gen_timeseries_extract: AttributeError: 'Series' object has no attribute 'values',smoke : attributeerror: 'series' object has no attribute 'values'
exp3,4bb33aa8_trx_stats_isin,L1,execution failure,incomplete runnable code,"L2,L3",causal review required,❌ L1 smoke gen_trx_stats_isin: SyntaxError: generated code for trx_stats_isin is not syntactically valid after wrapper normalization: mixed/inconsistent indentation could not be safely normalized,smoke : syntaxerror: generated code for is not syntactically valid after wrapper normalization: mixed/inconsistent indentation could not be safely normalized
exp3,83c12695_collect_pivot,L1,execution failure,invalid target API usage,"L2,L3",causal review required,❌ L1 smoke gen_collect_pivot: ComputeError: UDF failed: Series.mean() got an unexpected keyword argument 'axis',smoke : computeerror: udf failed: series.mean() got an unexpected keyword argument 'axis'
